No.,Broadcasters,Sniffer_Distance,RSSI,Malformed Packet
81,2,45,-74 dBm,1
97,2,45,-91 dBm,1
145,2,45,-90 dBm,1
214,2,45,-88 dBm,1
296,2,45,-74 dBm,1
424,2,45,-73 dBm,1
445,2,45,-73 dBm,1
589,2,45,-89 dBm,1
595,2,45,-87 dBm,1
640,2,45,-82 dBm,1
655,2,45,-86 dBm,1
680,2,45,-88 dBm,1
682,2,45,-82 dBm,1
685,2,45,-88 dBm,1
695,2,45,-82 dBm,1
904,2,45,-87 dBm,1
989,2,45,-75 dBm,1
992,2,45,-75 dBm,1
1002,2,45,-79 dBm,1
1003,2,45,-79 dBm,1
1004,2,45,-79 dBm,1
1008,2,45,-80 dBm,1
1017,2,45,-78 dBm,1
1020,2,45,-77 dBm,1
1029,2,45,-79 dBm,1
1033,2,45,-82 dBm,1
1039,2,45,-80 dBm,1
1049,2,45,-78 dBm,1
1050,2,45,-79 dBm,1
1054,2,45,-80 dBm,1
1056,2,45,-77 dBm,1
1061,2,45,-77 dBm,1
1067,2,45,-80 dBm,1
1069,2,45,-76 dBm,1
1076,2,45,-80 dBm,1
1079,2,45,-80 dBm,1
1090,2,45,-76 dBm,1
1100,2,45,-77 dBm,1
1107,2,45,-81 dBm,1
1111,2,45,-81 dBm,1
1120,2,45,-75 dBm,1
1125,2,45,-75 dBm,1
1128,2,45,-75 dBm,1
1132,2,45,-80 dBm,1
1141,2,45,-76 dBm,1
1147,2,45,-78 dBm,1
1152,2,45,-76 dBm,1
1157,2,45,-80 dBm,1
1160,2,45,-81 dBm,1
1164,2,45,-78 dBm,1
1170,2,45,-78 dBm,1
1171,2,45,-80 dBm,1
1179,2,45,-74 dBm,1
1192,2,45,-78 dBm,1
1206,2,45,-79 dBm,1
1231,2,45,-78 dBm,1
1240,2,45,-77 dBm,1
1242,2,45,-81 dBm,1
1243,2,45,-83 dBm,1
1252,2,45,-79 dBm,1
1254,2,45,-77 dBm,1
1257,2,45,-77 dBm,1
1264,2,45,-78 dBm,1
1266,2,45,-74 dBm,1
1271,2,45,-78 dBm,1
1295,2,45,-74 dBm,1
1322,2,45,-71 dBm,1
1324,2,45,-80 dBm,1
1348,2,45,-79 dBm,1
1355,2,45,-74 dBm,1
1363,2,45,-80 dBm,1
1383,2,45,-73 dBm,1
1401,2,45,-79 dBm,1
1403,2,45,-73 dBm,1
1423,2,45,-81 dBm,1
1432,2,45,-72 dBm,1
1433,2,45,-81 dBm,1
1442,2,45,-81 dBm,1
1450,2,45,-71 dBm,1
1454,2,45,-80 dBm,1
1457,2,45,-80 dBm,1
1471,2,45,-80 dBm,1
1483,2,45,-80 dBm,1
1515,2,45,-80 dBm,1
1522,2,45,-80 dBm,1
1526,2,45,-75 dBm,1
1567,2,45,-78 dBm,1
1579,2,45,-82 dBm,1
1585,2,45,-79 dBm,1
1599,2,45,-80 dBm,1
1612,2,45,-78 dBm,1
1616,2,45,-78 dBm,1
1617,2,45,-80 dBm,1
1633,2,45,-76 dBm,1
1635,2,45,-75 dBm,1
1643,2,45,-77 dBm,1
1657,2,45,-75 dBm,1
1659,2,45,-79 dBm,1
1669,2,45,-80 dBm,1
1680,2,45,-77 dBm,1
1681,2,45,-79 dBm,1
1721,2,45,-78 dBm,1
1758,2,45,-74 dBm,1
1777,2,45,-77 dBm,1
1802,2,45,-77 dBm,1
1807,2,45,-77 dBm,1
1817,2,45,-75 dBm,1
1828,2,45,-74 dBm,1
1832,2,45,-77 dBm,1
1865,2,45,-78 dBm,1
1898,2,45,-77 dBm,1
1909,2,45,-78 dBm,1
1913,2,45,-73 dBm,1
1917,2,45,-78 dBm,1
1925,2,45,-77 dBm,1
1929,2,45,-79 dBm,1
2014,2,45,-78 dBm,1
2021,2,45,-79 dBm,1
2052,2,45,-71 dBm,1
2063,2,45,-78 dBm,1
2093,2,45,-79 dBm,1
2120,2,45,-80 dBm,1
2138,2,45,-72 dBm,1
2141,2,45,-79 dBm,1
2149,2,45,-78 dBm,1
2196,2,45,-78 dBm,1
2204,2,45,-77 dBm,1
2211,2,45,-78 dBm,1
2270,2,45,-78 dBm,1
2275,2,45,-76 dBm,1
2305,2,45,-79 dBm,1
2318,2,45,-78 dBm,1
2325,2,45,-80 dBm,1
2335,2,45,-78 dBm,1
2346,2,45,-78 dBm,1
2348,2,45,-78 dBm,1
2425,2,45,-80 dBm,1
2436,2,45,-81 dBm,1
2442,2,45,-78 dBm,1
2455,2,45,-80 dBm,1
2509,2,45,-77 dBm,1
2511,2,45,-78 dBm,1
2559,2,45,-78 dBm,1
2591,2,45,-78 dBm,1
2610,2,45,-78 dBm,1
2657,2,45,-78 dBm,1
2668,2,45,-77 dBm,1
2702,2,45,-74 dBm,1
2715,2,45,-78 dBm,1
2719,2,45,-75 dBm,1
2729,2,45,-77 dBm,1
2737,2,45,-79 dBm,1
2746,2,45,-79 dBm,1
2749,2,45,-78 dBm,1
2750,2,45,-74 dBm,1
2763,2,45,-77 dBm,1
2767,2,45,-77 dBm,1
2847,2,45,-77 dBm,1
2852,2,45,-76 dBm,1
2853,2,45,-76 dBm,1
2865,2,45,-75 dBm,1
2877,2,45,-81 dBm,1
2946,2,45,-78 dBm,1
2949,2,45,-73 dBm,1
3117,2,45,-75 dBm,1
3137,2,45,-81 dBm,1
3141,2,45,-81 dBm,1
3143,2,45,-73 dBm,1
3149,2,45,-79 dBm,1
3150,2,45,-82 dBm,1
3155,2,45,-78 dBm,1
3171,2,45,-78 dBm,1
3197,2,45,-81 dBm,1
3200,2,45,-77 dBm,1
3222,2,45,-80 dBm,1
3233,2,45,-81 dBm,1
3244,2,45,-81 dBm,1
3251,2,45,-74 dBm,1
3253,2,45,-81 dBm,1
3257,2,45,-81 dBm,1
3270,2,45,-82 dBm,1
3276,2,45,-74 dBm,1
3282,2,45,-81 dBm,1
3290,2,45,-82 dBm,1
3299,2,45,-82 dBm,1
3306,2,45,-82 dBm,1
3308,2,45,-74 dBm,1
3318,2,45,-82 dBm,1
3330,2,45,-79 dBm,1
3343,2,45,-74 dBm,1
3354,2,45,-77 dBm,1
3358,2,45,-74 dBm,1
3360,2,45,-82 dBm,1
3394,2,45,-75 dBm,1
3397,2,45,-82 dBm,1
3412,2,45,-83 dBm,1
3414,2,45,-82 dBm,1
3420,2,45,-77 dBm,1
3422,2,45,-83 dBm,1
3434,2,45,-75 dBm,1
3455,2,45,-84 dBm,1
3464,2,45,-77 dBm,1
3469,2,45,-74 dBm,1
3484,2,45,-84 dBm,1
3494,2,45,-82 dBm,1
3510,2,45,-76 dBm,1
3515,2,45,-81 dBm,1
3523,2,45,-81 dBm,1
3569,2,45,-80 dBm,1
3574,2,45,-82 dBm,1
3585,2,45,-82 dBm,1
3602,2,45,-73 dBm,1
3607,2,45,-79 dBm,1
3639,2,45,-82 dBm,1
3674,2,45,-82 dBm,1
3722,2,45,-78 dBm,1
3765,2,45,-72 dBm,1
3806,2,45,-77 dBm,1
3825,2,45,-79 dBm,1
3845,2,45,-82 dBm,1
3852,2,45,-83 dBm,1
3865,2,45,-84 dBm,1
3882,2,45,-79 dBm,1
3917,2,45,-77 dBm,1
3937,2,45,-78 dBm,1
3947,2,45,-80 dBm,1
3949,2,45,-81 dBm,1
3967,2,45,-81 dBm,1
4010,2,45,-79 dBm,1
4025,2,45,-79 dBm,1
4043,2,45,-78 dBm,1
4050,2,45,-78 dBm,1
4051,2,45,-79 dBm,1
4054,2,45,-74 dBm,1
4058,2,45,-80 dBm,1
4064,2,45,-79 dBm,1
4066,2,45,-80 dBm,1
4101,2,45,-81 dBm,1
4111,2,45,-80 dBm,1
4135,2,45,-79 dBm,1
4176,2,45,-81 dBm,1
4189,2,45,-80 dBm,1
4205,2,45,-76 dBm,1
4216,2,45,-79 dBm,1
4230,2,45,-72 dBm,1
4260,2,45,-78 dBm,1
4268,2,45,-78 dBm,1
4273,2,45,-79 dBm,1
4306,2,45,-76 dBm,1
4310,2,45,-76 dBm,1
4366,2,45,-78 dBm,1
4376,2,45,-80 dBm,1
4394,2,45,-80 dBm,1
4400,2,45,-79 dBm,1
4418,2,45,-78 dBm,1
4446,2,45,-79 dBm,1
4448,2,45,-78 dBm,1
4485,2,45,-78 dBm,1
4491,2,45,-79 dBm,1
4520,2,45,-78 dBm,1
4522,2,45,-79 dBm,1
4532,2,45,-79 dBm,1
4564,2,45,-78 dBm,1
4581,2,45,-78 dBm,1
4595,2,45,-72 dBm,1
4600,2,45,-79 dBm,1
4610,2,45,-78 dBm,1
4616,2,45,-79 dBm,1
4648,2,45,-78 dBm,1
4657,2,45,-79 dBm,1
4681,2,45,-78 dBm,1
4691,2,45,-78 dBm,1
4725,2,45,-78 dBm,1
4740,2,45,-80 dBm,1
4745,2,45,-79 dBm,1
4749,2,45,-79 dBm,1
4770,2,45,-80 dBm,1
4774,2,45,-72 dBm,1
