No.,Broadcasters,Sniffer_Distance,RSSI,Malformed Packet
320,3,34.64,-79 dBm,1
1059,3,34.64,-72 dBm,1
1403,3,34.64,-79 dBm,1
1782,3,34.64,-72 dBm,1
1783,3,34.64,-73 dBm,1
1784,3,34.64,-78 dBm,1
3540,3,34.64,-65 dBm,1
3553,3,34.64,-73 dBm,1
3573,3,34.64,-76 dBm,1
3613,3,34.64,-76 dBm,1
3615,3,34.64,-80 dBm,1
3621,3,34.64,-77 dBm,1
3665,3,34.64,-78 dBm,1
3671,3,34.64,-69 dBm,1
3708,3,34.64,-78 dBm,1
3845,3,34.64,-78 dBm,1
3980,3,34.64,-71 dBm,1
3981,3,34.64,-81 dBm,1
4029,3,34.64,-85 dBm,1
4031,3,34.64,-79 dBm,1
4038,3,34.64,-75 dBm,1
4047,3,34.64,-73 dBm,1
4063,3,34.64,-71 dBm,1
4095,3,34.64,-71 dBm,1
4189,3,34.64,-76 dBm,1
4257,3,34.64,-76 dBm,1
4268,3,34.64,-78 dBm,1
4271,3,34.64,-78 dBm,1
4352,3,34.64,-68 dBm,1
4394,3,34.64,-78 dBm,1
4431,3,34.64,-73 dBm,1
4442,3,34.64,-67 dBm,1
4465,3,34.64,-74 dBm,1
4468,3,34.64,-68 dBm,1
4483,3,34.64,-84 dBm,1
4514,3,34.64,-79 dBm,1
4520,3,34.64,-67 dBm,1
4522,3,34.64,-78 dBm,1
4530,3,34.64,-78 dBm,1
4547,3,34.64,-85 dBm,1
4599,3,34.64,-66 dBm,1
4717,3,34.64,-76 dBm,1
4798,3,34.64,-67 dBm,1
4863,3,34.64,-68 dBm,1
4929,3,34.64,-76 dBm,1
4936,3,34.64,-78 dBm,1
4964,3,34.64,-68 dBm,1
5031,3,34.64,-77 dBm,1
5038,3,34.64,-78 dBm,1
5269,3,34.64,-81 dBm,1
5335,3,34.64,-77 dBm,1
5359,3,34.64,-77 dBm,1
5441,3,34.64,-74 dBm,1
5578,3,34.64,-69 dBm,1
5581,3,34.64,-77 dBm,1
5610,3,34.64,-75 dBm,1
5650,3,34.64,-78 dBm,1
5657,3,34.64,-79 dBm,1
5762,3,34.64,-77 dBm,1
5774,3,34.64,-73 dBm,1
5849,3,34.64,-67 dBm,1
5897,3,34.64,-65 dBm,1
5916,3,34.64,-76 dBm,1
5971,3,34.64,-63 dBm,1
6117,3,34.64,-80 dBm,1
6144,3,34.64,-77 dBm,1
6203,3,34.64,-71 dBm,1
6223,3,34.64,-71 dBm,1
6773,3,34.64,-63 dBm,1
6884,3,34.64,-67 dBm,1
7019,3,34.64,-71 dBm,1
7035,3,34.64,-70 dBm,1
7345,3,34.64,-71 dBm,1
7480,3,34.64,-72 dBm,1
7574,3,34.64,-66 dBm,1
7616,3,34.64,-73 dBm,1
7667,3,34.64,-67 dBm,1
7745,3,34.64,-76 dBm,1
7778,3,34.64,-78 dBm,1
7789,3,34.64,-81 dBm,1
7870,3,34.64,-81 dBm,1
7939,3,34.64,-81 dBm,1
7943,3,34.64,-80 dBm,1
7955,3,34.64,-85 dBm,1
7969,3,34.64,-84 dBm,1
7991,3,34.64,-69 dBm,1
8003,3,34.64,-82 dBm,1
8036,3,34.64,-80 dBm,1
8051,3,34.64,-78 dBm,1
8055,3,34.64,-75 dBm,1
8121,3,34.64,-74 dBm,1
8149,3,34.64,-75 dBm,1
8201,3,34.64,-64 dBm,1
8240,3,34.64,-76 dBm,1
8284,3,34.64,-75 dBm,1
8377,3,34.64,-80 dBm,1
8508,3,34.64,-86 dBm,1
8515,3,34.64,-86 dBm,1
8576,3,34.64,-79 dBm,1
8615,3,34.64,-85 dBm,1
8729,3,34.64,-80 dBm,1
8789,3,34.64,-78 dBm,1
8825,3,34.64,-86 dBm,1
8877,3,34.64,-78 dBm,1
8903,3,34.64,-79 dBm,1
8929,3,34.64,-66 dBm,1
8938,3,34.64,-76 dBm,1
8946,3,34.64,-76 dBm,1
8947,3,34.64,-82 dBm,1
8961,3,34.64,-66 dBm,1
8979,3,34.64,-81 dBm,1
8995,3,34.64,-79 dBm,1
9030,3,34.64,-76 dBm,1
9054,3,34.64,-75 dBm,1
9128,3,34.64,-77 dBm,1
9196,3,34.64,-76 dBm,1
9281,3,34.64,-83 dBm,1
9300,3,34.64,-74 dBm,1
9346,3,34.64,-77 dBm,1
9387,3,34.64,-80 dBm,1
9421,3,34.64,-67 dBm,1
9462,3,34.64,-76 dBm,1
