No.,Broadcasters,Sniffer_Distance,RSSI,Malformed Packet
7,5,37.5,-83 dBm,1
24,5,37.5,-82 dBm,1
70,5,37.5,-80 dBm,1
111,5,37.5,-79 dBm,1
118,5,37.5,-75 dBm,1
119,5,37.5,-78 dBm,1
133,5,37.5,-81 dBm,1
134,5,37.5,-83 dBm,1
148,5,37.5,-80 dBm,1
178,5,37.5,-79 dBm,1
238,5,37.5,-80 dBm,1
262,5,37.5,-79 dBm,1
286,5,37.5,-78 dBm,1
316,5,37.5,-78 dBm,1
503,5,37.5,-77 dBm,1
627,5,37.5,-91 dBm,1
699,5,37.5,-90 dBm,1
727,5,37.5,-72 dBm,1
792,5,37.5,-89 dBm,1
824,5,37.5,-82 dBm,1
828,5,37.5,-91 dBm,1
941,5,37.5,-83 dBm,1
1133,5,37.5,-82 dBm,1
1321,5,37.5,-80 dBm,1
1390,5,37.5,-79 dBm,1
1400,5,37.5,-80 dBm,1
1432,5,37.5,-72 dBm,1
1472,5,37.5,-81 dBm,1
1480,5,37.5,-79 dBm,1
1576,5,37.5,-78 dBm,1
1593,5,37.5,-87 dBm,1
1716,5,37.5,-87 dBm,1
1758,5,37.5,-88 dBm,1
1775,5,37.5,-81 dBm,1
1849,5,37.5,-79 dBm,1
1863,5,37.5,-87 dBm,1
1928,5,37.5,-82 dBm,1
1940,5,37.5,-83 dBm,1
1960,5,37.5,-79 dBm,1
2022,5,37.5,-87 dBm,1
2095,5,37.5,-79 dBm,1
2136,5,37.5,-87 dBm,1
2198,5,37.5,-82 dBm,1
2199,5,37.5,-81 dBm,1
2208,5,37.5,-87 dBm,1
2214,5,37.5,-87 dBm,1
2269,5,37.5,-78 dBm,1
2478,5,37.5,-86 dBm,1
2483,5,37.5,-82 dBm,1
2516,5,37.5,-81 dBm,1
3052,5,37.5,-82 dBm,1
3085,5,37.5,-80 dBm,1
3273,5,37.5,-82 dBm,1
3274,5,37.5,-79 dBm,1
3299,5,37.5,-76 dBm,1
3516,5,37.5,-84 dBm,1
3904,5,37.5,-76 dBm,1
4000,5,37.5,-82 dBm,1
4072,5,37.5,-83 dBm,1
4198,5,37.5,-80 dBm,1
4199,5,37.5,-80 dBm,1
4294,5,37.5,-78 dBm,1
4309,5,37.5,-78 dBm,1
4324,5,37.5,-72 dBm,1
4347,5,37.5,-78 dBm,1
4373,5,37.5,-73 dBm,1
4475,5,37.5,-78 dBm,1
4493,5,37.5,-78 dBm,1
4535,5,37.5,-79 dBm,1
4552,5,37.5,-79 dBm,1
4585,5,37.5,-80 dBm,1
4609,5,37.5,-73 dBm,1
4632,5,37.5,-78 dBm,1
4688,5,37.5,-78 dBm,1
4707,5,37.5,-79 dBm,1
4708,5,37.5,-79 dBm,1
4717,5,37.5,-78 dBm,1
4719,5,37.5,-81 dBm,1
4777,5,37.5,-76 dBm,1
4806,5,37.5,-79 dBm,1
4829,5,37.5,-80 dBm,1
4840,5,37.5,-76 dBm,1
4841,5,37.5,-80 dBm,1
4863,5,37.5,-83 dBm,1
4912,5,37.5,-75 dBm,1
4963,5,37.5,-76 dBm,1
4985,5,37.5,-81 dBm,1
5007,5,37.5,-63 dBm,1
5053,5,37.5,-79 dBm,1
5160,5,37.5,-77 dBm,1
5193,5,37.5,-71 dBm,1
5198,5,37.5,-70 dBm,1
5230,5,37.5,-74 dBm,1
5258,5,37.5,-84 dBm,1
5366,5,37.5,-76 dBm,1
5377,5,37.5,-85 dBm,1
5410,5,37.5,-78 dBm,1
5425,5,37.5,-77 dBm,1
5426,5,37.5,-78 dBm,1
5431,5,37.5,-81 dBm,1
5462,5,37.5,-77 dBm,1
5469,5,37.5,-78 dBm,1
5498,5,37.5,-77 dBm,1
5508,5,37.5,-68 dBm,1
5509,5,37.5,-78 dBm,1
5537,5,37.5,-77 dBm,1
5563,5,37.5,-78 dBm,1
5564,5,37.5,-78 dBm,1
5585,5,37.5,-76 dBm,1
5643,5,37.5,-80 dBm,1
5661,5,37.5,-77 dBm,1
5694,5,37.5,-81 dBm,1
5709,5,37.5,-79 dBm,1
5731,5,37.5,-78 dBm,1
5732,5,37.5,-79 dBm,1
5738,5,37.5,-76 dBm,1
5791,5,37.5,-78 dBm,1
5843,5,37.5,-79 dBm,1
5844,5,37.5,-79 dBm,1
5875,5,37.5,-74 dBm,1
5877,5,37.5,-77 dBm,1
5885,5,37.5,-76 dBm,1
5893,5,37.5,-79 dBm,1
5942,5,37.5,-78 dBm,1
5948,5,37.5,-77 dBm,1
5971,5,37.5,-75 dBm,1
5995,5,37.5,-79 dBm,1
5998,5,37.5,-76 dBm,1
6032,5,37.5,-82 dBm,1
6053,5,37.5,-78 dBm,1
6056,5,37.5,-76 dBm,1
6065,5,37.5,-77 dBm,1
6067,5,37.5,-81 dBm,1
6101,5,37.5,-77 dBm,1
6102,5,37.5,-78 dBm,1
6167,5,37.5,-77 dBm,1
6171,5,37.5,-80 dBm,1
6176,5,37.5,-77 dBm,1
6180,5,37.5,-76 dBm,1
6219,5,37.5,-81 dBm,1
6253,5,37.5,-77 dBm,1
6257,5,37.5,-77 dBm,1
6280,5,37.5,-80 dBm,1
6404,5,37.5,-74 dBm,1
6407,5,37.5,-77 dBm,1
6408,5,37.5,-77 dBm,1
6463,5,37.5,-73 dBm,1
6470,5,37.5,-77 dBm,1
6493,5,37.5,-78 dBm,1
6494,5,37.5,-79 dBm,1
6508,5,37.5,-80 dBm,1
6569,5,37.5,-81 dBm,1
6585,5,37.5,-77 dBm,1
6593,5,37.5,-72 dBm,1
6604,5,37.5,-80 dBm,1
6638,5,37.5,-77 dBm,1
6643,5,37.5,-74 dBm,1
6657,5,37.5,-77 dBm,1
6683,5,37.5,-71 dBm,1
6686,5,37.5,-77 dBm,1
6688,5,37.5,-79 dBm,1
6756,5,37.5,-72 dBm,1
6764,5,37.5,-77 dBm,1
6783,5,37.5,-79 dBm,1
6788,5,37.5,-72 dBm,1
6835,5,37.5,-76 dBm,1
6882,5,37.5,-78 dBm,1
6907,5,37.5,-77 dBm,1
6919,5,37.5,-80 dBm,1
6952,5,37.5,-77 dBm,1
7106,5,37.5,-78 dBm,1
7132,5,37.5,-76 dBm,1
7133,5,37.5,-78 dBm,1
7176,5,37.5,-78 dBm,1
7205,5,37.5,-73 dBm,1
7207,5,37.5,-78 dBm,1
7250,5,37.5,-75 dBm,1
7261,5,37.5,-71 dBm,1
7268,5,37.5,-80 dBm,1
7289,5,37.5,-78 dBm,1
7317,5,37.5,-72 dBm,1
7325,5,37.5,-76 dBm,1
7339,5,37.5,-76 dBm,1
7341,5,37.5,-78 dBm,1
7375,5,37.5,-77 dBm,1
7385,5,37.5,-77 dBm,1
7407,5,37.5,-77 dBm,1
7486,5,37.5,-78 dBm,1
7487,5,37.5,-81 dBm,1
7615,5,37.5,-79 dBm,1
7654,5,37.5,-78 dBm,1
7668,5,37.5,-78 dBm,1
7733,5,37.5,-72 dBm,1
7744,5,37.5,-72 dBm,1
7754,5,37.5,-82 dBm,1
7787,5,37.5,-78 dBm,1
7811,5,37.5,-78 dBm,1
7817,5,37.5,-73 dBm,1
7914,5,37.5,-70 dBm,1
7957,5,37.5,-79 dBm,1
8015,5,37.5,-80 dBm,1
8021,5,37.5,-79 dBm,1
8047,5,37.5,-71 dBm,1
8144,5,37.5,-79 dBm,1
8167,5,37.5,-77 dBm,1
8293,5,37.5,-75 dBm,1
8296,5,37.5,-77 dBm,1
8304,5,37.5,-70 dBm,1
8367,5,37.5,-74 dBm,1
8415,5,37.5,-71 dBm,1
8434,5,37.5,-76 dBm,1
8472,5,37.5,-73 dBm,1
8480,5,37.5,-74 dBm,1
8495,5,37.5,-74 dBm,1
8506,5,37.5,-74 dBm,1
8514,5,37.5,-71 dBm,1
8572,5,37.5,-78 dBm,1
8598,5,37.5,-80 dBm,1
8604,5,37.5,-77 dBm,1
8613,5,37.5,-68 dBm,1
8683,5,37.5,-75 dBm,1
8691,5,37.5,-70 dBm,1
8696,5,37.5,-75 dBm,1
8712,5,37.5,-79 dBm,1
8757,5,37.5,-76 dBm,1
8765,5,37.5,-66 dBm,1
8780,5,37.5,-76 dBm,1
8795,5,37.5,-78 dBm,1
8831,5,37.5,-82 dBm,1
8866,5,37.5,-77 dBm,1
8912,5,37.5,-77 dBm,1
8951,5,37.5,-76 dBm,1
8964,5,37.5,-78 dBm,1
9018,5,37.5,-65 dBm,1
9026,5,37.5,-79 dBm,1
9028,5,37.5,-79 dBm,1
9040,5,37.5,-78 dBm,1
9159,5,37.5,-79 dBm,1
9160,5,37.5,-80 dBm,1
9170,5,37.5,-79 dBm,1
9197,5,37.5,-70 dBm,1
9266,5,37.5,-78 dBm,1
9281,5,37.5,-78 dBm,1
9294,5,37.5,-75 dBm,1
9365,5,37.5,-73 dBm,1
9368,5,37.5,-78 dBm,1
9407,5,37.5,-76 dBm,1
9480,5,37.5,-77 dBm,1
9517,5,37.5,-82 dBm,1
9528,5,37.5,-80 dBm,1
9551,5,37.5,-68 dBm,1
9574,5,37.5,-82 dBm,1
9585,5,37.5,-82 dBm,1
9715,5,37.5,-82 dBm,1
9764,5,37.5,-77 dBm,1
9787,5,37.5,-80 dBm,1
9814,5,37.5,-77 dBm,1
9836,5,37.5,-66 dBm,1
9837,5,37.5,-74 dBm,1
9838,5,37.5,-80 dBm,1
9865,5,37.5,-80 dBm,1
9866,5,37.5,-79 dBm,1
9918,5,37.5,-78 dBm,1
9934,5,37.5,-70 dBm,1
9998,5,37.5,-79 dBm,1
9999,5,37.5,-79 dBm,1
10063,5,37.5,-76 dBm,1
10077,5,37.5,-79 dBm,1
10099,5,37.5,-80 dBm,1
10125,5,37.5,-76 dBm,1
10175,5,37.5,-75 dBm,1
10193,5,37.5,-76 dBm,1
10200,5,37.5,-75 dBm,1
10202,5,37.5,-78 dBm,1
10229,5,37.5,-73 dBm,1
10277,5,37.5,-73 dBm,1
10290,5,37.5,-76 dBm,1
10352,5,37.5,-75 dBm,1
10357,5,37.5,-70 dBm,1
10380,5,37.5,-77 dBm,1
10411,5,37.5,-76 dBm,1
10414,5,37.5,-78 dBm,1
10441,5,37.5,-73 dBm,1
10444,5,37.5,-78 dBm,1
10452,5,37.5,-70 dBm,1
10513,5,37.5,-66 dBm,1
10573,5,37.5,-70 dBm,1
10590,5,37.5,-76 dBm,1
10597,5,37.5,-75 dBm,1
10617,5,37.5,-78 dBm,1
10626,5,37.5,-75 dBm,1
10654,5,37.5,-77 dBm,1
10687,5,37.5,-70 dBm,1
10701,5,37.5,-76 dBm,1
10710,5,37.5,-76 dBm,1
10757,5,37.5,-75 dBm,1
10789,5,37.5,-74 dBm,1
10799,5,37.5,-86 dBm,1
10807,5,37.5,-76 dBm,1
10820,5,37.5,-75 dBm,1
10822,5,37.5,-78 dBm,1
10856,5,37.5,-70 dBm,1
10858,5,37.5,-75 dBm,1
10861,5,37.5,-75 dBm,1
10882,5,37.5,-76 dBm,1
10903,5,37.5,-75 dBm,1
10972,5,37.5,-75 dBm,1
11021,5,37.5,-76 dBm,1
11022,5,37.5,-76 dBm,1
11024,5,37.5,-86 dBm,1
11036,5,37.5,-76 dBm,1
11037,5,37.5,-76 dBm,1
11046,5,37.5,-74 dBm,1
11065,5,37.5,-78 dBm,1
11092,5,37.5,-75 dBm,1
11294,5,37.5,-77 dBm,1
11295,5,37.5,-79 dBm,1
11323,5,37.5,-82 dBm,1
11335,5,37.5,-74 dBm,1
11416,5,37.5,-70 dBm,1
11432,5,37.5,-77 dBm,1
11551,5,37.5,-73 dBm,1
11630,5,37.5,-78 dBm,1
11700,5,37.5,-73 dBm,1
11705,5,37.5,-77 dBm,1
11706,5,37.5,-80 dBm,1
11726,5,37.5,-78 dBm,1
11733,5,37.5,-73 dBm,1
11753,5,37.5,-73 dBm,1
11796,5,37.5,-77 dBm,1
11828,5,37.5,-73 dBm,1
11829,5,37.5,-79 dBm,1
11830,5,37.5,-82 dBm,1
11893,5,37.5,-74 dBm,1
11969,5,37.5,-73 dBm,1
12015,5,37.5,-73 dBm,1
12017,5,37.5,-81 dBm,1
12031,5,37.5,-79 dBm,1
12037,5,37.5,-66 dBm,1
12041,5,37.5,-73 dBm,1
12274,5,37.5,-78 dBm,1
12328,5,37.5,-78 dBm,1
12348,5,37.5,-74 dBm,1
12380,5,37.5,-73 dBm,1
12381,5,37.5,-76 dBm,1
12419,5,37.5,-69 dBm,1
12449,5,37.5,-78 dBm,1
