No.,Broadcasters,Sniffer_Distance,RSSI,Malformed Packet
158,2,22.5,-79 dBm,1
770,2,22.5,-78 dBm,1
950,2,22.5,-81 dBm,1
1097,2,22.5,-80 dBm,1
1904,2,22.5,-80 dBm,1
1976,2,22.5,-80 dBm,1
2078,2,22.5,-80 dBm,1
2097,2,22.5,-78 dBm,1
2109,2,22.5,-71 dBm,1
2122,2,22.5,-74 dBm,1
2200,2,22.5,-72 dBm,1
2208,2,22.5,-68 dBm,1
2227,2,22.5,-73 dBm,1
2364,2,22.5,-72 dBm,1
2400,2,22.5,-73 dBm,1
2455,2,22.5,-72 dBm,1
2479,2,22.5,-71 dBm,1
2617,2,22.5,-71 dBm,1
2655,2,22.5,-70 dBm,1
2664,2,22.5,-72 dBm,1
2686,2,22.5,-71 dBm,1
2689,2,22.5,-70 dBm,1
2700,2,22.5,-73 dBm,1
3131,2,22.5,-77 dBm,1
3225,2,22.5,-76 dBm,1
3236,2,22.5,-75 dBm,1
3240,2,22.5,-71 dBm,1
3442,2,22.5,-77 dBm,1
3450,2,22.5,-79 dBm,1
3465,2,22.5,-76 dBm,1
3499,2,22.5,-80 dBm,1
3570,2,22.5,-68 dBm,1
3613,2,22.5,-78 dBm,1
3921,2,22.5,-70 dBm,1
3941,2,22.5,-71 dBm,1
3986,2,22.5,-69 dBm,1
4009,2,22.5,-66 dBm,1
4041,2,22.5,-71 dBm,1
4065,2,22.5,-73 dBm,1
4135,2,22.5,-73 dBm,1
4159,2,22.5,-72 dBm,1
4192,2,22.5,-71 dBm,1
4200,2,22.5,-69 dBm,1
4303,2,22.5,-73 dBm,1
4311,2,22.5,-74 dBm,1
4351,2,22.5,-74 dBm,1
4375,2,22.5,-76 dBm,1
5198,2,22.5,-71 dBm,1
5241,2,22.5,-72 dBm,1
5283,2,22.5,-71 dBm,1
5358,2,22.5,-73 dBm,1
5377,2,22.5,-72 dBm,1
5397,2,22.5,-71 dBm,1
5588,2,22.5,-70 dBm,1
6620,2,22.5,-77 dBm,1
6681,2,22.5,-76 dBm,1
6719,2,22.5,-74 dBm,1
7053,2,22.5,-73 dBm,1
7124,2,22.5,-79 dBm,1
7235,2,22.5,-78 dBm,1
7260,2,22.5,-74 dBm,1
7388,2,22.5,-76 dBm,1
7448,2,22.5,-81 dBm,1
7454,2,22.5,-75 dBm,1
7460,2,22.5,-80 dBm,1
7646,2,22.5,-75 dBm,1
7685,2,22.5,-70 dBm,1
7698,2,22.5,-76 dBm,1
7777,2,22.5,-76 dBm,1
7922,2,22.5,-74 dBm,1
7931,2,22.5,-77 dBm,1
8261,2,22.5,-72 dBm,1
8314,2,22.5,-74 dBm,1
8473,2,22.5,-73 dBm,1
8485,2,22.5,-72 dBm,1
8497,2,22.5,-72 dBm,1
8616,2,22.5,-72 dBm,1
8618,2,22.5,-74 dBm,1
8674,2,22.5,-72 dBm,1
8804,2,22.5,-65 dBm,1
9123,2,22.5,-73 dBm,1
9162,2,22.5,-72 dBm,1
9203,2,22.5,-71 dBm,1
9207,2,22.5,-72 dBm,1
9274,2,22.5,-72 dBm,1
9282,2,22.5,-73 dBm,1
9911,2,22.5,-72 dBm,1
9963,2,22.5,-72 dBm,1
10321,2,22.5,-72 dBm,1
10408,2,22.5,-72 dBm,1
10455,2,22.5,-72 dBm,1
10682,2,22.5,-72 dBm,1
10882,2,22.5,-68 dBm,1
10909,2,22.5,-72 dBm,1
10940,2,22.5,-73 dBm,1
10964,2,22.5,-72 dBm,1
11051,2,22.5,-72 dBm,1
11145,2,22.5,-73 dBm,1
11158,2,22.5,-73 dBm,1
11394,2,22.5,-72 dBm,1
11416,2,22.5,-72 dBm,1
11426,2,22.5,-73 dBm,1
11430,2,22.5,-66 dBm,1
11450,2,22.5,-73 dBm,1
11613,2,22.5,-72 dBm,1
11766,2,22.5,-73 dBm,1
11927,2,22.5,-71 dBm,1
11945,2,22.5,-73 dBm,1
12204,2,22.5,-73 dBm,1
12483,2,22.5,-68 dBm,1
12551,2,22.5,-73 dBm,1
12808,2,22.5,-73 dBm,1
12879,2,22.5,-72 dBm,1
12886,2,22.5,-72 dBm,1
12902,2,22.5,-73 dBm,1
12969,2,22.5,-73 dBm,1
12977,2,22.5,-73 dBm,1
13001,2,22.5,-72 dBm,1
13017,2,22.5,-73 dBm,1
13055,2,22.5,-73 dBm,1
13071,2,22.5,-73 dBm,1
13078,2,22.5,-74 dBm,1
13094,2,22.5,-72 dBm,1
13102,2,22.5,-73 dBm,1
13215,2,22.5,-73 dBm,1
13320,2,22.5,-72 dBm,1
13376,2,22.5,-72 dBm,1
13407,2,22.5,-73 dBm,1
13606,2,22.5,-73 dBm,1
13783,2,22.5,-73 dBm,1
13830,2,22.5,-72 dBm,1
13878,2,22.5,-72 dBm,1
13894,2,22.5,-73 dBm,1
14017,2,22.5,-73 dBm,1
14025,2,22.5,-72 dBm,1
14303,2,22.5,-72 dBm,1
14339,2,22.5,-73 dBm,1
14347,2,22.5,-73 dBm,1
14626,2,22.5,-73 dBm,1
14776,2,22.5,-72 dBm,1
14877,2,22.5,-72 dBm,1
15086,2,22.5,-73 dBm,1
15171,2,22.5,-73 dBm,1
15222,2,22.5,-73 dBm,1
15490,2,22.5,-72 dBm,1
15553,2,22.5,-73 dBm,1
15822,2,22.5,-72 dBm,1
15853,2,22.5,-72 dBm,1
15984,2,22.5,-73 dBm,1
15999,2,22.5,-72 dBm,1
16019,2,22.5,-71 dBm,1
16030,2,22.5,-66 dBm,1
16073,2,22.5,-73 dBm,1
16095,2,22.5,-73 dBm,1
16199,2,22.5,-72 dBm,1
16253,2,22.5,-73 dBm,1
16331,2,22.5,-73 dBm,1
16379,2,22.5,-73 dBm,1
16466,2,22.5,-68 dBm,1
16831,2,22.5,-72 dBm,1
16956,2,22.5,-73 dBm,1
17809,2,22.5,-72 dBm,1
17853,2,22.5,-73 dBm,1
17976,2,22.5,-72 dBm,1
18171,2,22.5,-72 dBm,1
18522,2,22.5,-72 dBm,1
18559,2,22.5,-72 dBm,1
18603,2,22.5,-72 dBm,1
18683,2,22.5,-72 dBm,1
18707,2,22.5,-73 dBm,1
18786,2,22.5,-73 dBm,1
18822,2,22.5,-72 dBm,1
18830,2,22.5,-72 dBm,1
18834,2,22.5,-66 dBm,1
18854,2,22.5,-74 dBm,1
18994,2,22.5,-72 dBm,1
19034,2,22.5,-73 dBm,1
19246,2,22.5,-73 dBm,1
19325,2,22.5,-74 dBm,1
19408,2,22.5,-73 dBm,1
19829,2,22.5,-72 dBm,1
20056,2,22.5,-74 dBm,1
20285,2,22.5,-73 dBm,1
20320,2,22.5,-73 dBm,1
20360,2,22.5,-73 dBm,1
20368,2,22.5,-73 dBm,1
20484,2,22.5,-72 dBm,1
20563,2,22.5,-73 dBm,1
20649,2,22.5,-73 dBm,1
20959,2,22.5,-73 dBm,1
21032,2,22.5,-72 dBm,1
21046,2,22.5,-73 dBm,1
21296,2,22.5,-73 dBm,1
21470,2,22.5,-72 dBm,1
21832,2,22.5,-72 dBm,1
21851,2,22.5,-66 dBm,1
21879,2,22.5,-73 dBm,1
22314,2,22.5,-73 dBm,1
22320,2,22.5,-72 dBm,1
22433,2,22.5,-73 dBm,1
22473,2,22.5,-73 dBm,1
22496,2,22.5,-72 dBm,1
22644,2,22.5,-73 dBm,1
22780,2,22.5,-65 dBm,1
22909,2,22.5,-74 dBm,1
23267,2,22.5,-74 dBm,1
23425,2,22.5,-74 dBm,1
23452,2,22.5,-69 dBm,1
23490,2,22.5,-73 dBm,1
23703,2,22.5,-73 dBm,1
23829,2,22.5,-72 dBm,1
23897,2,22.5,-73 dBm,1
23912,2,22.5,-72 dBm,1
24005,2,22.5,-72 dBm,1
24027,2,22.5,-73 dBm,1
24075,2,22.5,-73 dBm,1
24090,2,22.5,-73 dBm,1
24106,2,22.5,-72 dBm,1
24146,2,22.5,-73 dBm,1
24234,2,22.5,-72 dBm,1
24280,2,22.5,-72 dBm,1
24320,2,22.5,-72 dBm,1
24567,2,22.5,-73 dBm,1
24615,2,22.5,-72 dBm,1
24876,2,22.5,-73 dBm,1
25051,2,22.5,-73 dBm,1
25079,2,22.5,-73 dBm,1
25119,2,22.5,-72 dBm,1
25140,2,22.5,-72 dBm,1
25204,2,22.5,-73 dBm,1
25253,2,22.5,-71 dBm,1
25261,2,22.5,-72 dBm,1
25293,2,22.5,-72 dBm,1
25332,2,22.5,-72 dBm,1
25388,2,22.5,-73 dBm,1
25420,2,22.5,-72 dBm,1
25431,2,22.5,-74 dBm,1
25471,2,22.5,-71 dBm,1
25878,2,22.5,-73 dBm,1
26127,2,22.5,-74 dBm,1
26155,2,22.5,-72 dBm,1
26413,2,22.5,-72 dBm,1
26692,2,22.5,-72 dBm,1
26861,2,22.5,-72 dBm,1
26868,2,22.5,-74 dBm,1
26899,2,22.5,-71 dBm,1
26977,2,22.5,-72 dBm,1
27052,2,22.5,-73 dBm,1
27064,2,22.5,-72 dBm,1
27163,2,22.5,-72 dBm,1
27165,2,22.5,-72 dBm,1
27241,2,22.5,-73 dBm,1
27617,2,22.5,-73 dBm,1
27865,2,22.5,-72 dBm,1
27888,2,22.5,-70 dBm,1
27989,2,22.5,-67 dBm,1
28022,2,22.5,-73 dBm,1
28316,2,22.5,-72 dBm,1
28422,2,22.5,-72 dBm,1
28456,2,22.5,-72 dBm,1
28659,2,22.5,-72 dBm,1
28718,2,22.5,-72 dBm,1
28809,2,22.5,-74 dBm,1
28885,2,22.5,-74 dBm,1
28889,2,22.5,-68 dBm,1
29097,2,22.5,-72 dBm,1
29107,2,22.5,-73 dBm,1
29856,2,22.5,-72 dBm,1
30099,2,22.5,-72 dBm,1
30152,2,22.5,-72 dBm,1
30202,2,22.5,-72 dBm,1
30304,2,22.5,-73 dBm,1
30431,2,22.5,-72 dBm,1
30726,2,22.5,-72 dBm,1
31016,2,22.5,-72 dBm,1
31267,2,22.5,-72 dBm,1
31283,2,22.5,-72 dBm,1
31577,2,22.5,-72 dBm,1
31632,2,22.5,-72 dBm,1
31734,2,22.5,-71 dBm,1
31802,2,22.5,-72 dBm,1
31900,2,22.5,-74 dBm,1
32055,2,22.5,-74 dBm,1
32076,2,22.5,-72 dBm,1
32084,2,22.5,-72 dBm,1
32116,2,22.5,-74 dBm,1
32144,2,22.5,-72 dBm,1
32260,2,22.5,-74 dBm,1
32322,2,22.5,-72 dBm,1
32383,2,22.5,-72 dBm,1
32438,2,22.5,-72 dBm,1
32893,2,22.5,-72 dBm,1
32924,2,22.5,-73 dBm,1
32978,2,22.5,-72 dBm,1
33187,2,22.5,-72 dBm,1
