No.,Broadcasters,Sniffer_Distance,RSSI,Malformed Packet
87,5,50,-63 dBm,1
88,5,50,-65 dBm,1
89,5,50,-70 dBm,1
108,5,50,-63 dBm,1
109,5,50,-65 dBm,1
399,5,50,-63 dBm,1
400,5,50,-65 dBm,1
401,5,50,-71 dBm,1
468,5,50,-64 dBm,1
469,5,50,-65 dBm,1
470,5,50,-71 dBm,1
663,5,50,-64 dBm,1
664,5,50,-65 dBm,1
665,5,50,-71 dBm,1
1010,5,50,-80 dBm,1
1026,5,50,-64 dBm,1
1027,5,50,-65 dBm,1
1028,5,50,-71 dBm,1
1296,5,50,-64 dBm,1
1297,5,50,-65 dBm,1
1298,5,50,-71 dBm,1
1366,5,50,-72 dBm,1
1626,5,50,-64 dBm,1
1627,5,50,-65 dBm,1
1628,5,50,-71 dBm,1
1650,5,50,-64 dBm,1
1651,5,50,-65 dBm,1
1652,5,50,-71 dBm,1
1812,5,50,-78 dBm,1
1941,5,50,-77 dBm,1
2040,5,50,-64 dBm,1
2041,5,50,-65 dBm,1
2042,5,50,-71 dBm,1
2566,5,50,-76 dBm,1
2991,5,50,-78 dBm,1
3156,5,50,-64 dBm,1
3157,5,50,-65 dBm,1
3158,5,50,-71 dBm,1
3336,5,50,-77 dBm,1
3651,5,50,-64 dBm,1
3652,5,50,-65 dBm,1
3653,5,50,-71 dBm,1
4000,5,50,-77 dBm,1
4395,5,50,-64 dBm,1
4396,5,50,-66 dBm,1
4397,5,50,-72 dBm,1
4536,5,50,-64 dBm,1
4537,5,50,-66 dBm,1
4538,5,50,-72 dBm,1
4542,5,50,-82 dBm,1
4557,5,50,-82 dBm,1
4845,5,50,-64 dBm,1
4846,5,50,-65 dBm,1
4847,5,50,-71 dBm,1
4893,5,50,-64 dBm,1
4894,5,50,-65 dBm,1
4895,5,50,-71 dBm,1
4904,5,50,-84 dBm,1
4917,5,50,-64 dBm,1
4918,5,50,-65 dBm,1
4919,5,50,-72 dBm,1
4996,5,50,-65 dBm,1
4997,5,50,-71 dBm,1
5328,5,50,-64 dBm,1
5329,5,50,-65 dBm,1
5330,5,50,-71 dBm,1
5430,5,50,-64 dBm,1
5431,5,50,-65 dBm,1
5432,5,50,-71 dBm,1
5519,5,50,-77 dBm,1
5569,5,50,-78 dBm,1
5731,5,50,-78 dBm,1
5734,5,50,-71 dBm,1
5787,5,50,-74 dBm,1
5880,5,50,-77 dBm,1
5883,5,50,-70 dBm,1
6015,5,50,-66 dBm,1
6034,5,50,-72 dBm,1
6100,5,50,-74 dBm,1
6149,5,50,-59 dBm,1
6248,5,50,-76 dBm,1
6323,5,50,-77 dBm,1
6600,5,50,-68 dBm,1
6603,5,50,-61 dBm,1
6604,5,50,-62 dBm,1
6732,5,50,-60 dBm,1
6733,5,50,-62 dBm,1
6734,5,50,-67 dBm,1
6823,5,50,-77 dBm,1
6834,5,50,-78 dBm,1
6913,5,50,-56 dBm,1
6943,5,50,-72 dBm,1
7018,5,50,-74 dBm,1
7030,5,50,-74 dBm,1
7073,5,50,-74 dBm,1
7075,5,50,-76 dBm,1
7124,5,50,-63 dBm,1
7130,5,50,-76 dBm,1
7183,5,50,-77 dBm,1
7250,5,50,-83 dBm,1
7252,5,50,-79 dBm,1
7272,5,50,-57 dBm,1
7273,5,50,-59 dBm,1
7274,5,50,-65 dBm,1
7374,5,50,-76 dBm,1
7523,5,50,-74 dBm,1
7741,5,50,-75 dBm,1
7762,5,50,-72 dBm,1
7785,5,50,-84 dBm,1
7786,5,50,-81 dBm,1
7808,5,50,-86 dBm,1
7989,5,50,-57 dBm,1
7991,5,50,-64 dBm,1
8008,5,50,-80 dBm,1
8097,5,50,-60 dBm,1
8114,5,50,-57 dBm,1
8115,5,50,-58 dBm,1
8116,5,50,-64 dBm,1
8163,5,50,-57 dBm,1
8165,5,50,-64 dBm,1
8200,5,50,-57 dBm,1
8201,5,50,-59 dBm,1
8202,5,50,-64 dBm,1
8256,5,50,-83 dBm,1
8353,5,50,-57 dBm,1
8354,5,50,-58 dBm,1
8355,5,50,-64 dBm,1
8444,5,50,-83 dBm,1
8463,5,50,-62 dBm,1
8634,5,50,-71 dBm,1
8701,5,50,-80 dBm,1
8732,5,50,-80 dBm,1
8816,5,50,-76 dBm,1
8856,5,50,-75 dBm,1
8886,5,50,-76 dBm,1
9021,5,50,-78 dBm,1
9053,5,50,-79 dBm,1
9084,5,50,-57 dBm,1
9085,5,50,-59 dBm,1
9086,5,50,-64 dBm,1
9157,5,50,-77 dBm,1
9243,5,50,-81 dBm,1
9403,5,50,-76 dBm,1
9485,5,50,-59 dBm,1
9486,5,50,-64 dBm,1
9491,5,50,-81 dBm,1
9524,5,50,-78 dBm,1
9557,5,50,-77 dBm,1
9629,5,50,-79 dBm,1
