No.,Broadcasters,Sniffer_Distance,RSSI,Malformed Packet
1900,3,43.3,-61 dBm,1
1912,3,43.3,-65 dBm,1
3138,3,43.3,-74 dBm,1
3452,3,43.3,-70 dBm,1
3467,3,43.3,-70 dBm,1
3471,3,43.3,-71 dBm,1
3515,3,43.3,-75 dBm,1
3520,3,43.3,-69 dBm,1
3539,3,43.3,-67 dBm,1
3547,3,43.3,-69 dBm,1
3592,3,43.3,-72 dBm,1
3598,3,43.3,-72 dBm,1
3687,3,43.3,-70 dBm,1
3731,3,43.3,-70 dBm,1
3735,3,43.3,-71 dBm,1
3756,3,43.3,-73 dBm,1
3762,3,43.3,-70 dBm,1
3770,3,43.3,-75 dBm,1
3883,3,43.3,-75 dBm,1
3912,3,43.3,-71 dBm,1
3936,3,43.3,-71 dBm,1
4007,3,43.3,-76 dBm,1
4306,3,43.3,-72 dBm,1
4354,3,43.3,-72 dBm,1
4841,3,43.3,-75 dBm,1
4870,3,43.3,-81 dBm,1
4878,3,43.3,-69 dBm,1
4956,3,43.3,-86 dBm,1
5031,3,43.3,-77 dBm,1
5035,3,43.3,-83 dBm,1
5037,3,43.3,-71 dBm,1
5041,3,43.3,-77 dBm,1
5050,3,43.3,-69 dBm,1
5112,3,43.3,-67 dBm,1
5374,3,43.3,-77 dBm,1
5393,3,43.3,-65 dBm,1
5397,3,43.3,-68 dBm,1
5403,3,43.3,-69 dBm,1
5426,3,43.3,-80 dBm,1
5445,3,43.3,-83 dBm,1
5463,3,43.3,-77 dBm,1
5472,3,43.3,-83 dBm,1
5535,3,43.3,-76 dBm,1
5548,3,43.3,-77 dBm,1
5610,3,43.3,-70 dBm,1
5720,3,43.3,-75 dBm,1
5809,3,43.3,-76 dBm,1
5846,3,43.3,-78 dBm,1
5850,3,43.3,-79 dBm,1
5852,3,43.3,-75 dBm,1
5884,3,43.3,-68 dBm,1
5903,3,43.3,-78 dBm,1
5925,3,43.3,-75 dBm,1
6024,3,43.3,-76 dBm,1
6061,3,43.3,-71 dBm,1
6075,3,43.3,-78 dBm,1
6107,3,43.3,-75 dBm,1
6138,3,43.3,-74 dBm,1
6265,3,43.3,-73 dBm,1
6309,3,43.3,-72 dBm,1
6327,3,43.3,-81 dBm,1
6352,3,43.3,-74 dBm,1
6373,3,43.3,-73 dBm,1
6378,3,43.3,-73 dBm,1
6408,3,43.3,-74 dBm,1
6605,3,43.3,-74 dBm,1
6623,3,43.3,-71 dBm,1
6685,3,43.3,-73 dBm,1
6689,3,43.3,-75 dBm,1
6731,3,43.3,-72 dBm,1
