No.,Broadcasters,Sniffer_Distance,RSSI,Malformed Packet
373,5,75,-85 dBm,1
416,5,75,-76 dBm,1
424,5,75,-85 dBm,1
562,5,75,-82 dBm,1
706,5,75,-73 dBm,1
748,5,75,-82 dBm,1
788,5,75,-85 dBm,1
797,5,75,-75 dBm,1
835,5,75,-83 dBm,1
944,5,75,-87 dBm,1
1124,5,75,-89 dBm,1
1188,5,75,-75 dBm,1
1274,5,75,-76 dBm,1
1928,5,75,-85 dBm,1
1940,5,75,-85 dBm,1
2003,5,75,-85 dBm,1
2105,5,75,-84 dBm,1
2174,5,75,-85 dBm,1
2183,5,75,-77 dBm,1
2204,5,75,-87 dBm,1
2318,5,75,-83 dBm,1
2415,5,75,-71 dBm,1
2747,5,75,-84 dBm,1
2822,5,75,-84 dBm,1
2852,5,75,-74 dBm,1
2888,5,75,-84 dBm,1
3131,5,75,-88 dBm,1
4189,5,75,-71 dBm,1
4237,5,75,-73 dBm,1
4307,5,75,-78 dBm,1
4641,5,75,-85 dBm,1
4689,5,75,-85 dBm,1
4806,5,75,-82 dBm,1
4918,5,75,-82 dBm,1
4972,5,75,-76 dBm,1
4973,5,75,-78 dBm,1
5069,5,75,-83 dBm,1
5104,5,75,-72 dBm,1
5441,5,75,-82 dBm,1
5481,5,75,-69 dBm,1
5486,5,75,-75 dBm,1
5493,5,75,-73 dBm,1
5497,5,75,-79 dBm,1
5505,5,75,-72 dBm,1
5514,5,75,-81 dBm,1
5530,5,75,-83 dBm,1
5546,5,75,-73 dBm,1
5574,5,75,-84 dBm,1
5606,5,75,-72 dBm,1
5609,5,75,-78 dBm,1
5635,5,75,-76 dBm,1
5645,5,75,-78 dBm,1
5657,5,75,-76 dBm,1
5677,5,75,-63 dBm,1
5703,5,75,-76 dBm,1
5764,5,75,-82 dBm,1
5779,5,75,-73 dBm,1
5800,5,75,-73 dBm,1
5804,5,75,-76 dBm,1
5813,5,75,-81 dBm,1
5814,5,75,-77 dBm,1
5834,5,75,-77 dBm,1
5854,5,75,-74 dBm,1
5863,5,75,-73 dBm,1
6006,5,75,-77 dBm,1
6070,5,75,-75 dBm,1
6096,5,75,-74 dBm,1
6130,5,75,-78 dBm,1
6143,5,75,-73 dBm,1
