No.,Broadcasters,Sniffer_Distance,RSSI,Malformed Packet
184,4,63.64,-79 dBm,1
374,4,63.64,-77 dBm,1
572,4,63.64,-77 dBm,1
606,4,63.64,-76 dBm,1
607,4,63.64,-81 dBm,1
664,4,63.64,-79 dBm,1
818,4,63.64,-76 dBm,1
2299,4,63.64,-77 dBm,1
2314,4,63.64,-78 dBm,1
2423,4,63.64,-75 dBm,1
2855,4,63.64,-79 dBm,1
3773,4,63.64,-79 dBm,1
4124,4,63.64,-78 dBm,1
4146,4,63.64,-81 dBm,1
4205,4,63.64,-78 dBm,1
4210,4,63.64,-79 dBm,1
4256,4,63.64,-78 dBm,1
4316,4,63.64,-78 dBm,1
4317,4,63.64,-80 dBm,1
4335,4,63.64,-78 dBm,1
4347,4,63.64,-79 dBm,1
4364,4,63.64,-80 dBm,1
4399,4,63.64,-80 dBm,1
4456,4,63.64,-79 dBm,1
4457,4,63.64,-80 dBm,1
4467,4,63.64,-80 dBm,1
4473,4,63.64,-77 dBm,1
4496,4,63.64,-79 dBm,1
4514,4,63.64,-81 dBm,1
4545,4,63.64,-82 dBm,1
4613,4,63.64,-77 dBm,1
4699,4,63.64,-86 dBm,1
4705,4,63.64,-82 dBm,1
4718,4,63.64,-80 dBm,1
4733,4,63.64,-74 dBm,1
4755,4,63.64,-82 dBm,1
4771,4,63.64,-78 dBm,1
4782,4,63.64,-77 dBm,1
4827,4,63.64,-75 dBm,1
4874,4,63.64,-79 dBm,1
4903,4,63.64,-80 dBm,1
4923,4,63.64,-79 dBm,1
4960,4,63.64,-72 dBm,1
4961,4,63.64,-78 dBm,1
5066,4,63.64,-73 dBm,1
5155,4,63.64,-78 dBm,1
5167,4,63.64,-78 dBm,1
5193,4,63.64,-77 dBm,1
5224,4,63.64,-75 dBm,1
5229,4,63.64,-76 dBm,1
5249,4,63.64,-75 dBm,1
5347,4,63.64,-75 dBm,1
5360,4,63.64,-78 dBm,1
5370,4,63.64,-75 dBm,1
5404,4,63.64,-74 dBm,1
5461,4,63.64,-75 dBm,1
5512,4,63.64,-78 dBm,1
5514,4,63.64,-76 dBm,1
5531,4,63.64,-76 dBm,1
5553,4,63.64,-77 dBm,1
5565,4,63.64,-89 dBm,1
5568,4,63.64,-77 dBm,1
5653,4,63.64,-76 dBm,1
5675,4,63.64,-77 dBm,1
5711,4,63.64,-76 dBm,1
5721,4,63.64,-71 dBm,1
5766,4,63.64,-74 dBm,1
5816,4,63.64,-80 dBm,1
5903,4,63.64,-81 dBm,1
5977,4,63.64,-79 dBm,1
6072,4,63.64,-76 dBm,1
6075,4,63.64,-76 dBm,1
6089,4,63.64,-79 dBm,1
6105,4,63.64,-70 dBm,1
6137,4,63.64,-74 dBm,1
6145,4,63.64,-76 dBm,1
6194,4,63.64,-79 dBm,1
6201,4,63.64,-78 dBm,1
6234,4,63.64,-76 dBm,1
6244,4,63.64,-77 dBm,1
6292,4,63.64,-79 dBm,1
6296,4,63.64,-76 dBm,1
6306,4,63.64,-80 dBm,1
6331,4,63.64,-80 dBm,1
6401,4,63.64,-75 dBm,1
6445,4,63.64,-75 dBm,1
6448,4,63.64,-76 dBm,1
6523,4,63.64,-76 dBm,1
6591,4,63.64,-77 dBm,1
6593,4,63.64,-74 dBm,1
6606,4,63.64,-75 dBm,1
6609,4,63.64,-83 dBm,1
6641,4,63.64,-78 dBm,1
6649,4,63.64,-78 dBm,1
6663,4,63.64,-82 dBm,1
6725,4,63.64,-82 dBm,1
6731,4,63.64,-79 dBm,1
6754,4,63.64,-81 dBm,1
6821,4,63.64,-75 dBm,1
6859,4,63.64,-76 dBm,1
6879,4,63.64,-83 dBm,1
6907,4,63.64,-74 dBm,1
6918,4,63.64,-75 dBm,1
6967,4,63.64,-73 dBm,1
7030,4,63.64,-74 dBm,1
7059,4,63.64,-73 dBm,1
7075,4,63.64,-76 dBm,1
7102,4,63.64,-82 dBm,1
7142,4,63.64,-72 dBm,1
7153,4,63.64,-80 dBm,1
7168,4,63.64,-76 dBm,1
7217,4,63.64,-72 dBm,1
7230,4,63.64,-78 dBm,1
7274,4,63.64,-80 dBm,1
7304,4,63.64,-74 dBm,1
7348,4,63.64,-76 dBm,1
7351,4,63.64,-77 dBm,1
7375,4,63.64,-78 dBm,1
7446,4,63.64,-80 dBm,1
7477,4,63.64,-79 dBm,1
7496,4,63.64,-78 dBm,1
7497,4,63.64,-82 dBm,1
7505,4,63.64,-81 dBm,1
7537,4,63.64,-74 dBm,1
7580,4,63.64,-74 dBm,1
7677,4,63.64,-75 dBm,1
7738,4,63.64,-74 dBm,1
7840,4,63.64,-84 dBm,1
7860,4,63.64,-74 dBm,1
7913,4,63.64,-75 dBm,1
7939,4,63.64,-77 dBm,1
7976,4,63.64,-77 dBm,1
8015,4,63.64,-83 dBm,1
8026,4,63.64,-76 dBm,1
8059,4,63.64,-83 dBm,1
8068,4,63.64,-76 dBm,1
8070,4,63.64,-83 dBm,1
8075,4,63.64,-77 dBm,1
8077,4,63.64,-83 dBm,1
8088,4,63.64,-83 dBm,1
8164,4,63.64,-81 dBm,1
8173,4,63.64,-77 dBm,1
8215,4,63.64,-78 dBm,1
8251,4,63.64,-80 dBm,1
8276,4,63.64,-79 dBm,1
8351,4,63.64,-77 dBm,1
8368,4,63.64,-82 dBm,1
8390,4,63.64,-83 dBm,1
8401,4,63.64,-82 dBm,1
8412,4,63.64,-78 dBm,1
8419,4,63.64,-77 dBm,1
8434,4,63.64,-82 dBm,1
8449,4,63.64,-78 dBm,1
8476,4,63.64,-74 dBm,1
8507,4,63.64,-81 dBm,1
8526,4,63.64,-81 dBm,1
8549,4,63.64,-82 dBm,1
8553,4,63.64,-74 dBm,1
8573,4,63.64,-76 dBm,1
8574,4,63.64,-83 dBm,1
8575,4,63.64,-80 dBm,1
8576,4,63.64,-80 dBm,1
8599,4,63.64,-82 dBm,1
8614,4,63.64,-81 dBm,1
8618,4,63.64,-74 dBm,1
8653,4,63.64,-77 dBm,1
8659,4,63.64,-76 dBm,1
8695,4,63.64,-79 dBm,1
8717,4,63.64,-84 dBm,1
8720,4,63.64,-81 dBm,1
8758,4,63.64,-84 dBm,1
8798,4,63.64,-81 dBm,1
8810,4,63.64,-80 dBm,1
8821,4,63.64,-74 dBm,1
8847,4,63.64,-73 dBm,1
8938,4,63.64,-75 dBm,1
9020,4,63.64,-80 dBm,1
9043,4,63.64,-78 dBm,1
9085,4,63.64,-76 dBm,1
9094,4,63.64,-76 dBm,1
9097,4,63.64,-76 dBm,1
9156,4,63.64,-78 dBm,1
9188,4,63.64,-83 dBm,1
9225,4,63.64,-75 dBm,1
9226,4,63.64,-77 dBm,1
9256,4,63.64,-79 dBm,1
9273,4,63.64,-81 dBm,1
9282,4,63.64,-79 dBm,1
9284,4,63.64,-78 dBm,1
9291,4,63.64,-84 dBm,1
9317,4,63.64,-81 dBm,1
9371,4,63.64,-76 dBm,1
9438,4,63.64,-79 dBm,1
9453,4,63.64,-78 dBm,1
9565,4,63.64,-76 dBm,1
9740,4,63.64,-77 dBm,1
9899,4,63.64,-86 dBm,1
9946,4,63.64,-76 dBm,1
10005,4,63.64,-80 dBm,1
10014,4,63.64,-78 dBm,1
10027,4,63.64,-76 dBm,1
10029,4,63.64,-81 dBm,1
10039,4,63.64,-76 dBm,1
10051,4,63.64,-77 dBm,1
10054,4,63.64,-80 dBm,1
10061,4,63.64,-80 dBm,1
10101,4,63.64,-77 dBm,1
10124,4,63.64,-76 dBm,1
10189,4,63.64,-76 dBm,1
10191,4,63.64,-76 dBm,1
10305,4,63.64,-76 dBm,1
10328,4,63.64,-76 dBm,1
10438,4,63.64,-73 dBm,1
10446,4,63.64,-76 dBm,1
10496,4,63.64,-77 dBm,1
10531,4,63.64,-77 dBm,1
10603,4,63.64,-75 dBm,1
10632,4,63.64,-79 dBm,1
10640,4,63.64,-71 dBm,1
10642,4,63.64,-78 dBm,1
10643,4,63.64,-77 dBm,1
10653,4,63.64,-79 dBm,1
10669,4,63.64,-79 dBm,1
10693,4,63.64,-85 dBm,1
10736,4,63.64,-77 dBm,1
10753,4,63.64,-78 dBm,1
10755,4,63.64,-78 dBm,1
10768,4,63.64,-86 dBm,1
10777,4,63.64,-78 dBm,1
10825,4,63.64,-79 dBm,1
10836,4,63.64,-79 dBm,1
10867,4,63.64,-78 dBm,1
10878,4,63.64,-85 dBm,1
10916,4,63.64,-75 dBm,1
10986,4,63.64,-84 dBm,1
11025,4,63.64,-83 dBm,1
11050,4,63.64,-76 dBm,1
11129,4,63.64,-83 dBm,1
11133,4,63.64,-77 dBm,1
11148,4,63.64,-71 dBm,1
11151,4,63.64,-76 dBm,1
11214,4,63.64,-83 dBm,1
11225,4,63.64,-82 dBm,1
11226,4,63.64,-76 dBm,1
11286,4,63.64,-75 dBm,1
11299,4,63.64,-76 dBm,1
11370,4,63.64,-76 dBm,1
11373,4,63.64,-76 dBm,1
11430,4,63.64,-82 dBm,1
11435,4,63.64,-76 dBm,1
11479,4,63.64,-76 dBm,1
11484,4,63.64,-76 dBm,1
11533,4,63.64,-75 dBm,1
11575,4,63.64,-76 dBm,1
11580,4,63.64,-82 dBm,1
11601,4,63.64,-82 dBm,1
11666,4,63.64,-75 dBm,1
11680,4,63.64,-77 dBm,1
11783,4,63.64,-84 dBm,1
11791,4,63.64,-76 dBm,1
11810,4,63.64,-83 dBm,1
11821,4,63.64,-76 dBm,1
11853,4,63.64,-78 dBm,1
11905,4,63.64,-84 dBm,1
11906,4,63.64,-77 dBm,1
11908,4,63.64,-76 dBm,1
11962,4,63.64,-75 dBm,1
11983,4,63.64,-76 dBm,1
12000,4,63.64,-78 dBm,1
12028,4,63.64,-78 dBm,1
12032,4,63.64,-75 dBm,1
12047,4,63.64,-76 dBm,1
12055,4,63.64,-76 dBm,1
12152,4,63.64,-76 dBm,1
12199,4,63.64,-76 dBm,1
12205,4,63.64,-78 dBm,1
12257,4,63.64,-75 dBm,1
12311,4,63.64,-83 dBm,1
12318,4,63.64,-84 dBm,1
12322,4,63.64,-76 dBm,1
12348,4,63.64,-75 dBm,1
12359,4,63.64,-84 dBm,1
12371,4,63.64,-74 dBm,1
12390,4,63.64,-84 dBm,1
12435,4,63.64,-76 dBm,1
12441,4,63.64,-85 dBm,1
12463,4,63.64,-78 dBm,1
12513,4,63.64,-77 dBm,1
12549,4,63.64,-78 dBm,1
12565,4,63.64,-76 dBm,1
12567,4,63.64,-76 dBm,1
12633,4,63.64,-78 dBm,1
12637,4,63.64,-78 dBm,1
12677,4,63.64,-75 dBm,1
12746,4,63.64,-75 dBm,1
12761,4,63.64,-75 dBm,1
12794,4,63.64,-78 dBm,1
12825,4,63.64,-76 dBm,1
12836,4,63.64,-75 dBm,1
12846,4,63.64,-77 dBm,1
12892,4,63.64,-75 dBm,1
12960,4,63.64,-77 dBm,1
12986,4,63.64,-82 dBm,1
12990,4,63.64,-77 dBm,1
13038,4,63.64,-76 dBm,1
13061,4,63.64,-75 dBm,1
13075,4,63.64,-78 dBm,1
13151,4,63.64,-75 dBm,1
13158,4,63.64,-82 dBm,1
13207,4,63.64,-75 dBm,1
13231,4,63.64,-82 dBm,1
13289,4,63.64,-77 dBm,1
13306,4,63.64,-76 dBm,1
13327,4,63.64,-76 dBm,1
13346,4,63.64,-75 dBm,1
13371,4,63.64,-83 dBm,1
13389,4,63.64,-83 dBm,1
13393,4,63.64,-75 dBm,1
13439,4,63.64,-75 dBm,1
13453,4,63.64,-84 dBm,1
13543,4,63.64,-75 dBm,1
13570,4,63.64,-75 dBm,1
13681,4,63.64,-77 dBm,1
13701,4,63.64,-75 dBm,1
13712,4,63.64,-75 dBm,1
13773,4,63.64,-77 dBm,1
13795,4,63.64,-76 dBm,1
13802,4,63.64,-75 dBm,1
13869,4,63.64,-83 dBm,1
13915,4,63.64,-84 dBm,1
13966,4,63.64,-84 dBm,1
13973,4,63.64,-78 dBm,1
13975,4,63.64,-74 dBm,1
13984,4,63.64,-75 dBm,1
14001,4,63.64,-77 dBm,1
14028,4,63.64,-77 dBm,1
14029,4,63.64,-75 dBm,1
14048,4,63.64,-75 dBm,1
14119,4,63.64,-78 dBm,1
14144,4,63.64,-75 dBm,1
14180,4,63.64,-82 dBm,1
14202,4,63.64,-75 dBm,1
14246,4,63.64,-75 dBm,1
14284,4,63.64,-76 dBm,1
14292,4,63.64,-80 dBm,1
14318,4,63.64,-77 dBm,1
14321,4,63.64,-76 dBm,1
14338,4,63.64,-80 dBm,1
14350,4,63.64,-76 dBm,1
14360,4,63.64,-79 dBm,1
14372,4,63.64,-79 dBm,1
14390,4,63.64,-79 dBm,1
14392,4,63.64,-83 dBm,1
14480,4,63.64,-82 dBm,1
14486,4,63.64,-83 dBm,1
14503,4,63.64,-81 dBm,1
14536,4,63.64,-83 dBm,1
14542,4,63.64,-78 dBm,1
14543,4,63.64,-83 dBm,1
14608,4,63.64,-74 dBm,1
14689,4,63.64,-72 dBm,1
14699,4,63.64,-72 dBm,1
14701,4,63.64,-85 dBm,1
14705,4,63.64,-72 dBm,1
14796,4,63.64,-82 dBm,1
14807,4,63.64,-79 dBm,1
14816,4,63.64,-76 dBm,1
14832,4,63.64,-82 dBm,1
14833,4,63.64,-78 dBm,1
14834,4,63.64,-77 dBm,1
14842,4,63.64,-79 dBm,1
14844,4,63.64,-79 dBm,1
14856,4,63.64,-78 dBm,1
14859,4,63.64,-82 dBm,1
14892,4,63.64,-83 dBm,1
14967,4,63.64,-78 dBm,1
14984,4,63.64,-81 dBm,1
14996,4,63.64,-75 dBm,1
15010,4,63.64,-76 dBm,1
15081,4,63.64,-80 dBm,1
15141,4,63.64,-81 dBm,1
15143,4,63.64,-77 dBm,1
15145,4,63.64,-78 dBm,1
15180,4,63.64,-74 dBm,1
15217,4,63.64,-84 dBm,1
15227,4,63.64,-76 dBm,1
15243,4,63.64,-75 dBm,1
15270,4,63.64,-76 dBm,1
15288,4,63.64,-76 dBm,1
15339,4,63.64,-84 dBm,1
15345,4,63.64,-77 dBm,1
15390,4,63.64,-83 dBm,1
15411,4,63.64,-83 dBm,1
15426,4,63.64,-82 dBm,1
15433,4,63.64,-77 dBm,1
15446,4,63.64,-79 dBm,1
15459,4,63.64,-82 dBm,1
15477,4,63.64,-78 dBm,1
15511,4,63.64,-78 dBm,1
15543,4,63.64,-76 dBm,1
15548,4,63.64,-78 dBm,1
15597,4,63.64,-75 dBm,1
15599,4,63.64,-81 dBm,1
15616,4,63.64,-73 dBm,1
15628,4,63.64,-77 dBm,1
15645,4,63.64,-77 dBm,1
15688,4,63.64,-80 dBm,1
15715,4,63.64,-75 dBm,1
15736,4,63.64,-81 dBm,1
15741,4,63.64,-80 dBm,1
15754,4,63.64,-82 dBm,1
15774,4,63.64,-78 dBm,1
15796,4,63.64,-79 dBm,1
15864,4,63.64,-75 dBm,1
15866,4,63.64,-75 dBm,1
