No.,Broadcasters,Sniffer_Distance,RSSI,Malformed Packet
310,3,34.64,-76 dBm,1
430,3,34.64,-76 dBm,1
502,3,34.64,-76 dBm,1
1047,3,34.64,-78 dBm,1
1450,3,34.64,-77 dBm,1
1669,3,34.64,-76 dBm,1
2452,3,34.64,-77 dBm,1
3571,3,34.64,-76 dBm,1
3600,3,34.64,-76 dBm,1
3998,3,34.64,-77 dBm,1
4060,3,34.64,-77 dBm,1
4651,3,34.64,-82 dBm,1
4675,3,34.64,-81 dBm,1
4738,3,34.64,-80 dBm,1
4816,3,34.64,-80 dBm,1
5008,3,34.64,-81 dBm,1
5021,3,34.64,-81 dBm,1
5086,3,34.64,-82 dBm,1
5206,3,34.64,-82 dBm,1
5223,3,34.64,-81 dBm,1
5260,3,34.64,-81 dBm,1
5289,3,34.64,-80 dBm,1
5333,3,34.64,-79 dBm,1
5334,3,34.64,-80 dBm,1
5540,3,34.64,-81 dBm,1
5554,3,34.64,-81 dBm,1
5558,3,34.64,-81 dBm,1
5570,3,34.64,-74 dBm,1
5605,3,34.64,-77 dBm,1
5613,3,34.64,-77 dBm,1
5614,3,34.64,-79 dBm,1
5615,3,34.64,-79 dBm,1
5621,3,34.64,-79 dBm,1
5649,3,34.64,-80 dBm,1
5675,3,34.64,-81 dBm,1
5684,3,34.64,-77 dBm,1
5693,3,34.64,-81 dBm,1
5707,3,34.64,-80 dBm,1
5744,3,34.64,-80 dBm,1
5745,3,34.64,-79 dBm,1
5761,3,34.64,-81 dBm,1
5784,3,34.64,-81 dBm,1
5791,3,34.64,-83 dBm,1
5802,3,34.64,-74 dBm,1
5810,3,34.64,-74 dBm,1
5835,3,34.64,-82 dBm,1
5836,3,34.64,-82 dBm,1
5838,3,34.64,-82 dBm,1
5842,3,34.64,-72 dBm,1
5852,3,34.64,-74 dBm,1
5860,3,34.64,-74 dBm,1
5880,3,34.64,-75 dBm,1
5898,3,34.64,-75 dBm,1
5904,3,34.64,-75 dBm,1
5950,3,34.64,-76 dBm,1
6000,3,34.64,-75 dBm,1
6011,3,34.64,-75 dBm,1
6060,3,34.64,-77 dBm,1
6062,3,34.64,-77 dBm,1
6080,3,34.64,-69 dBm,1
6083,3,34.64,-77 dBm,1
6112,3,34.64,-77 dBm,1
6120,3,34.64,-73 dBm,1
6123,3,34.64,-76 dBm,1
6131,3,34.64,-78 dBm,1
6132,3,34.64,-74 dBm,1
6145,3,34.64,-71 dBm,1
6161,3,34.64,-78 dBm,1
6185,3,34.64,-77 dBm,1
6203,3,34.64,-78 dBm,1
6218,3,34.64,-77 dBm,1
6232,3,34.64,-75 dBm,1
6248,3,34.64,-70 dBm,1
6272,3,34.64,-77 dBm,1
6317,3,34.64,-75 dBm,1
6354,3,34.64,-75 dBm,1
6355,3,34.64,-76 dBm,1
6383,3,34.64,-76 dBm,1
6395,3,34.64,-77 dBm,1
6487,3,34.64,-79 dBm,1
6516,3,34.64,-80 dBm,1
6583,3,34.64,-76 dBm,1
6658,3,34.64,-78 dBm,1
6680,3,34.64,-77 dBm,1
6693,3,34.64,-76 dBm,1
6715,3,34.64,-74 dBm,1
6737,3,34.64,-79 dBm,1
6758,3,34.64,-78 dBm,1
6774,3,34.64,-83 dBm,1
6790,3,34.64,-76 dBm,1
6812,3,34.64,-75 dBm,1
6829,3,34.64,-76 dBm,1
6832,3,34.64,-79 dBm,1
6837,3,34.64,-76 dBm,1
6867,3,34.64,-74 dBm,1
6883,3,34.64,-74 dBm,1
6922,3,34.64,-74 dBm,1
6930,3,34.64,-80 dBm,1
6946,3,34.64,-75 dBm,1
6954,3,34.64,-77 dBm,1
6964,3,34.64,-76 dBm,1
6967,3,34.64,-79 dBm,1
6994,3,34.64,-76 dBm,1
6996,3,34.64,-77 dBm,1
6997,3,34.64,-72 dBm,1
7038,3,34.64,-82 dBm,1
7057,3,34.64,-78 dBm,1
7059,3,34.64,-85 dBm,1
7072,3,34.64,-80 dBm,1
7100,3,34.64,-81 dBm,1
7145,3,34.64,-78 dBm,1
7165,3,34.64,-76 dBm,1
7224,3,34.64,-69 dBm,1
7241,3,34.64,-71 dBm,1
7470,3,34.64,-70 dBm,1
7495,3,34.64,-68 dBm,1
7503,3,34.64,-76 dBm,1
7511,3,34.64,-75 dBm,1
7521,3,34.64,-74 dBm,1
7648,3,34.64,-70 dBm,1
7654,3,34.64,-76 dBm,1
7690,3,34.64,-73 dBm,1
7700,3,34.64,-78 dBm,1
7704,3,34.64,-79 dBm,1
7768,3,34.64,-73 dBm,1
7783,3,34.64,-71 dBm,1
7807,3,34.64,-76 dBm,1
7912,3,34.64,-81 dBm,1
7939,3,34.64,-71 dBm,1
8012,3,34.64,-77 dBm,1
8130,3,34.64,-75 dBm,1
8142,3,34.64,-68 dBm,1
8176,3,34.64,-77 dBm,1
8181,3,34.64,-71 dBm,1
8203,3,34.64,-78 dBm,1
8223,3,34.64,-78 dBm,1
8275,3,34.64,-76 dBm,1
8283,3,34.64,-72 dBm,1
8298,3,34.64,-68 dBm,1
8425,3,34.64,-75 dBm,1
8444,3,34.64,-77 dBm,1
8542,3,34.64,-81 dBm,1
8651,3,34.64,-69 dBm,1
8746,3,34.64,-78 dBm,1
8874,3,34.64,-84 dBm,1
8893,3,34.64,-80 dBm,1
8906,3,34.64,-82 dBm,1
8939,3,34.64,-84 dBm,1
8940,3,34.64,-78 dBm,1
8954,3,34.64,-78 dBm,1
8971,3,34.64,-79 dBm,1
8995,3,34.64,-83 dBm,1
9014,3,34.64,-82 dBm,1
9065,3,34.64,-81 dBm,1
9093,3,34.64,-80 dBm,1
9113,3,34.64,-79 dBm,1
9180,3,34.64,-82 dBm,1
9186,3,34.64,-80 dBm,1
9203,3,34.64,-85 dBm,1
9226,3,34.64,-80 dBm,1
9234,3,34.64,-79 dBm,1
9275,3,34.64,-80 dBm,1
9346,3,34.64,-82 dBm,1
9363,3,34.64,-82 dBm,1
9374,3,34.64,-82 dBm,1
9417,3,34.64,-78 dBm,1
9418,3,34.64,-83 dBm,1
9502,3,34.64,-78 dBm,1
9510,3,34.64,-80 dBm,1
9629,3,34.64,-83 dBm,1
9630,3,34.64,-78 dBm,1
9647,3,34.64,-81 dBm,1
9648,3,34.64,-83 dBm,1
9733,3,34.64,-87 dBm,1
9739,3,34.64,-79 dBm,1
9740,3,34.64,-84 dBm,1
9872,3,34.64,-86 dBm,1
9909,3,34.64,-80 dBm,1
9929,3,34.64,-80 dBm,1
9958,3,34.64,-86 dBm,1
10121,3,34.64,-80 dBm,1
10141,3,34.64,-80 dBm,1
10156,3,34.64,-68 dBm,1
10268,3,34.64,-79 dBm,1
10308,3,34.64,-84 dBm,1
10324,3,34.64,-85 dBm,1
10355,3,34.64,-79 dBm,1
10356,3,34.64,-82 dBm,1
10412,3,34.64,-79 dBm,1
10463,3,34.64,-80 dBm,1
10472,3,34.64,-85 dBm,1
10521,3,34.64,-82 dBm,1
