No.,Broadcasters,Sniffer_Distance,RSSI,Malformed Packet
487,4,21.21,-70 dBm,1
737,4,21.21,-74 dBm,1
911,4,21.21,-75 dBm,1
2461,4,21.21,-69 dBm,1
3927,4,21.21,-68 dBm,1
5552,4,21.21,-70 dBm,1
5751,4,21.21,-63 dBm,1
5854,4,21.21,-72 dBm,1
5883,4,21.21,-76 dBm,1
5887,4,21.21,-75 dBm,1
6016,4,21.21,-64 dBm,1
6960,4,21.21,-78 dBm,1
7008,4,21.21,-68 dBm,1
7189,4,21.21,-73 dBm,1
7208,4,21.21,-69 dBm,1
7233,4,21.21,-69 dBm,1
7291,4,21.21,-61 dBm,1
7299,4,21.21,-75 dBm,1
7300,4,21.21,-76 dBm,1
7301,4,21.21,-80 dBm,1
7390,4,21.21,-79 dBm,1
7409,4,21.21,-78 dBm,1
7445,4,21.21,-76 dBm,1
7543,4,21.21,-76 dBm,1
7576,4,21.21,-62 dBm,1
7603,4,21.21,-66 dBm,1
7646,4,21.21,-69 dBm,1
7726,4,21.21,-62 dBm,1
7729,4,21.21,-69 dBm,1
7851,4,21.21,-71 dBm,1
8112,4,21.21,-66 dBm,1
8439,4,21.21,-65 dBm,1
8491,4,21.21,-58 dBm,1
8814,4,21.21,-61 dBm,1
8865,4,21.21,-66 dBm,1
9427,4,21.21,-68 dBm,1
9658,4,21.21,-59 dBm,1
10035,4,21.21,-68 dBm,1
10166,4,21.21,-68 dBm,1
10671,4,21.21,-72 dBm,1
10696,4,21.21,-78 dBm,1
10828,4,21.21,-79 dBm,1
10857,4,21.21,-73 dBm,1
11046,4,21.21,-70 dBm,1
11058,4,21.21,-72 dBm,1
11066,4,21.21,-72 dBm,1
11070,4,21.21,-67 dBm,1
11223,4,21.21,-70 dBm,1
11231,4,21.21,-75 dBm,1
11332,4,21.21,-68 dBm,1
11435,4,21.21,-68 dBm,1
11465,4,21.21,-72 dBm,1
11493,4,21.21,-74 dBm,1
11553,4,21.21,-76 dBm,1
11751,4,21.21,-69 dBm,1
11753,4,21.21,-76 dBm,1
11982,4,21.21,-67 dBm,1
12615,4,21.21,-66 dBm,1
12658,4,21.21,-66 dBm,1
12702,4,21.21,-70 dBm,1
12758,4,21.21,-73 dBm,1
12801,4,21.21,-78 dBm,1
12865,4,21.21,-76 dBm,1
12924,4,21.21,-79 dBm,1
13390,4,21.21,-64 dBm,1
13569,4,21.21,-61 dBm,1
13863,4,21.21,-58 dBm,1
13887,4,21.21,-70 dBm,1
14584,4,21.21,-68 dBm,1
14963,4,21.21,-64 dBm,1
15581,4,21.21,-74 dBm,1
15681,4,21.21,-75 dBm,1
15705,4,21.21,-76 dBm,1
15839,4,21.21,-65 dBm,1
15915,4,21.21,-74 dBm,1
16107,4,21.21,-76 dBm,1
16196,4,21.21,-62 dBm,1
16361,4,21.21,-74 dBm,1
17194,4,21.21,-59 dBm,1
17476,4,21.21,-66 dBm,1
17532,4,21.21,-72 dBm,1
17571,4,21.21,-74 dBm,1
17618,4,21.21,-71 dBm,1
18045,4,21.21,-81 dBm,1
18099,4,21.21,-80 dBm,1
18352,4,21.21,-65 dBm,1
18391,4,21.21,-68 dBm,1
18718,4,21.21,-78 dBm,1
18726,4,21.21,-77 dBm,1
18744,4,21.21,-77 dBm,1
18778,4,21.21,-81 dBm,1
18789,4,21.21,-74 dBm,1
18796,4,21.21,-77 dBm,1
18838,4,21.21,-82 dBm,1
18879,4,21.21,-76 dBm,1
18921,4,21.21,-77 dBm,1
18965,4,21.21,-77 dBm,1
18997,4,21.21,-76 dBm,1
19055,4,21.21,-76 dBm,1
19120,4,21.21,-74 dBm,1
19172,4,21.21,-75 dBm,1
19181,4,21.21,-71 dBm,1
19205,4,21.21,-81 dBm,1
19217,4,21.21,-82 dBm,1
19298,4,21.21,-72 dBm,1
19578,4,21.21,-69 dBm,1
19590,4,21.21,-69 dBm,1
19679,4,21.21,-74 dBm,1
19834,4,21.21,-86 dBm,1
19890,4,21.21,-84 dBm,1
20018,4,21.21,-79 dBm,1
20098,4,21.21,-77 dBm,1
20122,4,21.21,-76 dBm,1
20204,4,21.21,-77 dBm,1
20206,4,21.21,-76 dBm,1
20236,4,21.21,-74 dBm,1
20318,4,21.21,-79 dBm,1
20448,4,21.21,-70 dBm,1
20784,4,21.21,-66 dBm,1
21147,4,21.21,-68 dBm,1
21644,4,21.21,-75 dBm,1
21663,4,21.21,-73 dBm,1
21753,4,21.21,-72 dBm,1
21864,4,21.21,-72 dBm,1
21866,4,21.21,-72 dBm,1
22035,4,21.21,-73 dBm,1
22156,4,21.21,-73 dBm,1
22234,4,21.21,-74 dBm,1
22280,4,21.21,-77 dBm,1
22564,4,21.21,-76 dBm,1
22610,4,21.21,-72 dBm,1
22698,4,21.21,-68 dBm,1
22737,4,21.21,-64 dBm,1
23075,4,21.21,-80 dBm,1
23408,4,21.21,-72 dBm,1
23636,4,21.21,-70 dBm,1
23787,4,21.21,-64 dBm,1
23873,4,21.21,-77 dBm,1
23996,4,21.21,-75 dBm,1
24019,4,21.21,-54 dBm,1
24051,4,21.21,-71 dBm,1
24063,4,21.21,-71 dBm,1
24143,4,21.21,-76 dBm,1
24889,4,21.21,-67 dBm,1
25203,4,21.21,-65 dBm,1
25231,4,21.21,-75 dBm,1
25314,4,21.21,-63 dBm,1
25612,4,21.21,-70 dBm,1
25624,4,21.21,-66 dBm,1
27359,4,21.21,-66 dBm,1
27906,4,21.21,-65 dBm,1
29117,4,21.21,-65 dBm,1
31773,4,21.21,-68 dBm,1
32649,4,21.21,-67 dBm,1
33585,4,21.21,-67 dBm,1
34373,4,21.21,-65 dBm,1
34732,4,21.21,-75 dBm,1
35006,4,21.21,-67 dBm,1
35057,4,21.21,-64 dBm,1
35351,4,21.21,-76 dBm,1
36306,4,21.21,-69 dBm,1
36654,4,21.21,-68 dBm,1
37132,4,21.21,-75 dBm,1
37140,4,21.21,-68 dBm,1
37466,4,21.21,-71 dBm,1
37578,4,21.21,-82 dBm,1
37586,4,21.21,-64 dBm,1
37645,4,21.21,-66 dBm,1
37992,4,21.21,-85 dBm,1
38682,4,21.21,-66 dBm,1
38986,4,21.21,-67 dBm,1
39103,4,21.21,-72 dBm,1
39283,4,21.21,-67 dBm,1
39578,4,21.21,-70 dBm,1
40477,4,21.21,-65 dBm,1
40489,4,21.21,-67 dBm,1
41226,4,21.21,-69 dBm,1
41463,4,21.21,-68 dBm,1
41567,4,21.21,-69 dBm,1
42246,4,21.21,-70 dBm,1
43017,4,21.21,-67 dBm,1
43233,4,21.21,-66 dBm,1
43400,4,21.21,-67 dBm,1
43523,4,21.21,-68 dBm,1
43605,4,21.21,-66 dBm,1
43736,4,21.21,-66 dBm,1
43913,4,21.21,-69 dBm,1
44664,4,21.21,-68 dBm,1
45132,4,21.21,-69 dBm,1
45542,4,21.21,-67 dBm,1
46030,4,21.21,-68 dBm,1
46307,4,21.21,-67 dBm,1
46642,4,21.21,-69 dBm,1
46786,4,21.21,-68 dBm,1
48614,4,21.21,-67 dBm,1
48819,4,21.21,-68 dBm,1
49201,4,21.21,-67 dBm,1
49409,4,21.21,-70 dBm,1
49916,4,21.21,-68 dBm,1
49967,4,21.21,-70 dBm,1
50007,4,21.21,-68 dBm,1
50062,4,21.21,-69 dBm,1
50929,4,21.21,-67 dBm,1
51797,4,21.21,-68 dBm,1
51881,4,21.21,-70 dBm,1
52412,4,21.21,-69 dBm,1
52710,4,21.21,-69 dBm,1
52849,4,21.21,-70 dBm,1
52951,4,21.21,-68 dBm,1
53338,4,21.21,-69 dBm,1
53638,4,21.21,-68 dBm,1
54141,4,21.21,-69 dBm,1
54436,4,21.21,-68 dBm,1
55129,4,21.21,-69 dBm,1
55350,4,21.21,-69 dBm,1
55584,4,21.21,-68 dBm,1
55702,4,21.21,-70 dBm,1
56071,4,21.21,-68 dBm,1
56320,4,21.21,-67 dBm,1
56360,4,21.21,-69 dBm,1
56809,4,21.21,-69 dBm,1
56932,4,21.21,-68 dBm,1
57634,4,21.21,-70 dBm,1
57646,4,21.21,-71 dBm,1
57742,4,21.21,-70 dBm,1
57864,4,21.21,-68 dBm,1
57969,4,21.21,-70 dBm,1
58187,4,21.21,-69 dBm,1
58697,4,21.21,-68 dBm,1
59263,4,21.21,-66 dBm,1
59796,4,21.21,-70 dBm,1
59832,4,21.21,-69 dBm,1
59996,4,21.21,-70 dBm,1
60234,4,21.21,-66 dBm,1
61258,4,21.21,-67 dBm,1
61826,4,21.21,-70 dBm,1
61994,4,21.21,-66 dBm,1
62662,4,21.21,-69 dBm,1
62948,4,21.21,-68 dBm,1
63253,4,21.21,-67 dBm,1
63261,4,21.21,-68 dBm,1
63312,4,21.21,-68 dBm,1
63581,4,21.21,-68 dBm,1
63892,4,21.21,-68 dBm,1
64133,4,21.21,-70 dBm,1
64197,4,21.21,-69 dBm,1
65505,4,21.21,-70 dBm,1
65939,4,21.21,-66 dBm,1
66067,4,21.21,-68 dBm,1
66266,4,21.21,-67 dBm,1
66819,4,21.21,-67 dBm,1
66890,4,21.21,-68 dBm,1
67297,4,21.21,-66 dBm,1
67570,4,21.21,-68 dBm,1
67667,4,21.21,-69 dBm,1
68011,4,21.21,-69 dBm,1
68618,4,21.21,-69 dBm,1
68906,4,21.21,-68 dBm,1
69700,4,21.21,-68 dBm,1
69990,4,21.21,-69 dBm,1
71580,4,21.21,-69 dBm,1
71651,4,21.21,-69 dBm,1
73207,4,21.21,-67 dBm,1
73223,4,21.21,-57 dBm,1
73810,4,21.21,-69 dBm,1
74499,4,21.21,-69 dBm,1
74772,4,21.21,-70 dBm,1
74787,4,21.21,-70 dBm,1
76564,4,21.21,-67 dBm,1
76674,4,21.21,-69 dBm,1
76722,4,21.21,-68 dBm,1
78235,4,21.21,-71 dBm,1
78353,4,21.21,-70 dBm,1
79064,4,21.21,-67 dBm,1
79182,4,21.21,-69 dBm,1
79653,4,21.21,-70 dBm,1
80339,4,21.21,-67 dBm,1
80382,4,21.21,-68 dBm,1
80969,4,21.21,-68 dBm,1
81339,4,21.21,-66 dBm,1
82004,4,21.21,-70 dBm,1
82805,4,21.21,-66 dBm,1
83105,4,21.21,-70 dBm,1
83413,4,21.21,-59 dBm,1
83495,4,21.21,-68 dBm,1
83602,4,21.21,-68 dBm,1
83843,4,21.21,-68 dBm,1
84693,4,21.21,-67 dBm,1
84705,4,21.21,-68 dBm,1
84920,4,21.21,-71 dBm,1
85229,4,21.21,-70 dBm,1
85282,4,21.21,-67 dBm,1
