No.,Broadcasters,Sniffer_Distance,RSSI,Malformed Packet
739,6,15,-59 dBm,1
1660,6,15,-58 dBm,1
1661,6,15,-59 dBm,1
1726,6,15,-58 dBm,1
5600,6,15,-63 dBm,1
5622,6,15,-53 dBm,1
5981,6,15,-62 dBm,1
5985,6,15,-57 dBm,1
5989,6,15,-57 dBm,1
6071,6,15,-64 dBm,1
6103,6,15,-65 dBm,1
6666,6,15,-64 dBm,1
6682,6,15,-62 dBm,1
6720,6,15,-59 dBm,1
6755,6,15,-58 dBm,1
6756,6,15,-58 dBm,1
6757,6,15,-57 dBm,1
6949,6,15,-58 dBm,1
7359,6,15,-60 dBm,1
7405,6,15,-61 dBm,1
7578,6,15,-76 dBm,1
7677,6,15,-60 dBm,1
7886,6,15,-65 dBm,1
8037,6,15,-57 dBm,1
8107,6,15,-63 dBm,1
8248,6,15,-60 dBm,1
8437,6,15,-57 dBm,1
8713,6,15,-49 dBm,1
8857,6,15,-53 dBm,1
9254,6,15,-60 dBm,1
9405,6,15,-65 dBm,1
9468,6,15,-65 dBm,1
9645,6,15,-52 dBm,1
9808,6,15,-51 dBm,1
9882,6,15,-65 dBm,1
10041,6,15,-60 dBm,1
10102,6,15,-57 dBm,1
10103,6,15,-59 dBm,1
10104,6,15,-58 dBm,1
10417,6,15,-61 dBm,1
10861,6,15,-64 dBm,1
11022,6,15,-62 dBm,1
11209,6,15,-64 dBm,1
11295,6,15,-65 dBm,1
11809,6,15,-62 dBm,1
12254,6,15,-67 dBm,1
12298,6,15,-61 dBm,1
12347,6,15,-58 dBm,1
12348,6,15,-59 dBm,1
12349,6,15,-59 dBm,1
12361,6,15,-62 dBm,1
12587,6,15,-67 dBm,1
12661,6,15,-65 dBm,1
12878,6,15,-58 dBm,1
12913,6,15,-67 dBm,1
13153,6,15,-62 dBm,1
13810,6,15,-51 dBm,1
13949,6,15,-62 dBm,1
14400,6,15,-63 dBm,1
14439,6,15,-50 dBm,1
14517,6,15,-54 dBm,1
14629,6,15,-64 dBm,1
14804,6,15,-58 dBm,1
14805,6,15,-58 dBm,1
14806,6,15,-58 dBm,1
15535,6,15,-62 dBm,1
15977,6,15,-62 dBm,1
16405,6,15,-61 dBm,1
17138,6,15,-49 dBm,1
17507,6,15,-61 dBm,1
17536,6,15,-58 dBm,1
17537,6,15,-59 dBm,1
17538,6,15,-59 dBm,1
17598,6,15,-62 dBm,1
17768,6,15,-62 dBm,1
17919,6,15,-58 dBm,1
17920,6,15,-59 dBm,1
17921,6,15,-58 dBm,1
17954,6,15,-58 dBm,1
17955,6,15,-59 dBm,1
17956,6,15,-59 dBm,1
20148,6,15,-65 dBm,1
20226,6,15,-65 dBm,1
20302,6,15,-58 dBm,1
20467,6,15,-65 dBm,1
20563,6,15,-58 dBm,1
20564,6,15,-59 dBm,1
20565,6,15,-58 dBm,1
20738,6,15,-65 dBm,1
20877,6,15,-53 dBm,1
21898,6,15,-58 dBm,1
21899,6,15,-59 dBm,1
21900,6,15,-59 dBm,1
22041,6,15,-62 dBm,1
22127,6,15,-62 dBm,1
22720,6,15,-61 dBm,1
22802,6,15,-62 dBm,1
22997,6,15,-60 dBm,1
22998,6,15,-56 dBm,1
22999,6,15,-58 dBm,1
23095,6,15,-60 dBm,1
23718,6,15,-51 dBm,1
24286,6,15,-58 dBm,1
24287,6,15,-58 dBm,1
24288,6,15,-58 dBm,1
24419,6,15,-62 dBm,1
24569,6,15,-62 dBm,1
24731,6,15,-62 dBm,1
24881,6,15,-62 dBm,1
25072,6,15,-58 dBm,1
25073,6,15,-59 dBm,1
25074,6,15,-59 dBm,1
25525,6,15,-50 dBm,1
25978,6,15,-64 dBm,1
26139,6,15,-64 dBm,1
26252,6,15,-57 dBm,1
26410,6,15,-62 dBm,1
26578,6,15,-66 dBm,1
26927,6,15,-64 dBm,1
27039,6,15,-58 dBm,1
27040,6,15,-59 dBm,1
27041,6,15,-59 dBm,1
27272,6,15,-61 dBm,1
27305,6,15,-61 dBm,1
27769,6,15,-67 dBm,1
27871,6,15,-59 dBm,1
28054,6,15,-61 dBm,1
28578,6,15,-58 dBm,1
28703,6,15,-53 dBm,1
29026,6,15,-52 dBm,1
29046,6,15,-62 dBm,1
29213,6,15,-58 dBm,1
29214,6,15,-59 dBm,1
29215,6,15,-59 dBm,1
29675,6,15,-51 dBm,1
30043,6,15,-58 dBm,1
30044,6,15,-59 dBm,1
30045,6,15,-59 dBm,1
30400,6,15,-51 dBm,1
30511,6,15,-60 dBm,1
30793,6,15,-58 dBm,1
30794,6,15,-59 dBm,1
30795,6,15,-59 dBm,1
31481,6,15,-62 dBm,1
31551,6,15,-53 dBm,1
31725,6,15,-58 dBm,1
31726,6,15,-59 dBm,1
31727,6,15,-59 dBm,1
31830,6,15,-61 dBm,1
31961,6,15,-62 dBm,1
33915,6,15,-63 dBm,1
34141,6,15,-59 dBm,1
34546,6,15,-62 dBm,1
34865,6,15,-58 dBm,1
34866,6,15,-59 dBm,1
34867,6,15,-58 dBm,1
35519,6,15,-51 dBm,1
35606,6,15,-60 dBm,1
36102,6,15,-62 dBm,1
36437,6,15,-63 dBm,1
36592,6,15,-62 dBm,1
37012,6,15,-59 dBm,1
37013,6,15,-59 dBm,1
37065,6,15,-63 dBm,1
37211,6,15,-58 dBm,1
37212,6,15,-59 dBm,1
37213,6,15,-59 dBm,1
37351,6,15,-51 dBm,1
38972,6,15,-58 dBm,1
38973,6,15,-58 dBm,1
38974,6,15,-59 dBm,1
39443,6,15,-49 dBm,1
39517,6,15,-59 dBm,1
41177,6,15,-62 dBm,1
41438,6,15,-56 dBm,1
41519,6,15,-62 dBm,1
42939,6,15,-58 dBm,1
42940,6,15,-59 dBm,1
42941,6,15,-58 dBm,1
43044,6,15,-62 dBm,1
43327,6,15,-58 dBm,1
43328,6,15,-58 dBm,1
43329,6,15,-59 dBm,1
43456,6,15,-52 dBm,1
43491,6,15,-64 dBm,1
43709,6,15,-59 dBm,1
43761,6,15,-59 dBm,1
44115,6,15,-52 dBm,1
44187,6,15,-57 dBm,1
44265,6,15,-49 dBm,1
44652,6,15,-52 dBm,1
45033,6,15,-58 dBm,1
45455,6,15,-62 dBm,1
45877,6,15,-58 dBm,1
45878,6,15,-58 dBm,1
46135,6,15,-59 dBm,1
46536,6,15,-51 dBm,1
47196,6,15,-62 dBm,1
47983,6,15,-50 dBm,1
48151,6,15,-62 dBm,1
48417,6,15,-62 dBm,1
49497,6,15,-66 dBm,1
49498,6,15,-58 dBm,1
50251,6,15,-58 dBm,1
50252,6,15,-58 dBm,1
50522,6,15,-49 dBm,1
50791,6,15,-58 dBm,1
50792,6,15,-59 dBm,1
50845,6,15,-50 dBm,1
50952,6,15,-58 dBm,1
50954,6,15,-58 dBm,1
51581,6,15,-58 dBm,1
51582,6,15,-58 dBm,1
51583,6,15,-56 dBm,1
51658,6,15,-58 dBm,1
51659,6,15,-59 dBm,1
51660,6,15,-59 dBm,1
52113,6,15,-51 dBm,1
52473,6,15,-58 dBm,1
52474,6,15,-58 dBm,1
52475,6,15,-58 dBm,1
53586,6,15,-64 dBm,1
53953,6,15,-50 dBm,1
54598,6,15,-59 dBm,1
55107,6,15,-59 dBm,1
55108,6,15,-58 dBm,1
55109,6,15,-58 dBm,1
55114,6,15,-58 dBm,1
55699,6,15,-54 dBm,1
55915,6,15,-58 dBm,1
55916,6,15,-59 dBm,1
55917,6,15,-58 dBm,1
56059,6,15,-67 dBm,1
57019,6,15,-58 dBm,1
57021,6,15,-58 dBm,1
57611,6,15,-58 dBm,1
57612,6,15,-59 dBm,1
58117,6,15,-58 dBm,1
58157,6,15,-58 dBm,1
58158,6,15,-59 dBm,1
58225,6,15,-58 dBm,1
58226,6,15,-58 dBm,1
58227,6,15,-58 dBm,1
58485,6,15,-52 dBm,1
58622,6,15,-50 dBm,1
59110,6,15,-62 dBm,1
59126,6,15,-61 dBm,1
60001,6,15,-49 dBm,1
60184,6,15,-58 dBm,1
60334,6,15,-62 dBm,1
61057,6,15,-59 dBm,1
61272,6,15,-58 dBm,1
62319,6,15,-43 dBm,1
62624,6,15,-50 dBm,1
62656,6,15,-61 dBm,1
62992,6,15,-58 dBm,1
62993,6,15,-58 dBm,1
64130,6,15,-59 dBm,1
64213,6,15,-54 dBm,1
64259,6,15,-62 dBm,1
64449,6,15,-58 dBm,1
64885,6,15,-60 dBm,1
65882,6,15,-58 dBm,1
66163,6,15,-58 dBm,1
67140,6,15,-60 dBm,1
67351,6,15,-58 dBm,1
67548,6,15,-52 dBm,1
68095,6,15,-43 dBm,1
68664,6,15,-59 dBm,1
69427,6,15,-57 dBm,1
70539,6,15,-56 dBm,1
71086,6,15,-57 dBm,1
71399,6,15,-52 dBm,1
71742,6,15,-56 dBm,1
71833,6,15,-51 dBm,1
72629,6,15,-58 dBm,1
73115,6,15,-61 dBm,1
73182,6,15,-56 dBm,1
73238,6,15,-57 dBm,1
73267,6,15,-58 dBm,1
74166,6,15,-43 dBm,1
75113,6,15,-59 dBm,1
75903,6,15,-65 dBm,1
76722,6,15,-63 dBm,1
76814,6,15,-53 dBm,1
77403,6,15,-60 dBm,1
77498,6,15,-63 dBm,1
77542,6,15,-59 dBm,1
78122,6,15,-61 dBm,1
79166,6,15,-59 dBm,1
79416,6,15,-53 dBm,1
80073,6,15,-59 dBm,1
80607,6,15,-46 dBm,1
81095,6,15,-51 dBm,1
81553,6,15,-59 dBm,1
82052,6,15,-55 dBm,1
84259,6,15,-51 dBm,1
85223,6,15,-49 dBm,1
85354,6,15,-52 dBm,1
86047,6,15,-58 dBm,1
86188,6,15,-60 dBm,1
86243,6,15,-59 dBm,1
86662,6,15,-62 dBm,1
87188,6,15,-51 dBm,1
88007,6,15,-58 dBm,1
88257,6,15,-58 dBm,1
89216,6,15,-57 dBm,1
89843,6,15,-60 dBm,1
89882,6,15,-53 dBm,1
90347,6,15,-60 dBm,1
90755,6,15,-60 dBm,1
90756,6,15,-61 dBm,1
90757,6,15,-66 dBm,1
90772,6,15,-61 dBm,1
90861,6,15,-50 dBm,1
91678,6,15,-49 dBm,1
92367,6,15,-60 dBm,1
92858,6,15,-52 dBm,1
92883,6,15,-60 dBm,1
93024,6,15,-60 dBm,1
93166,6,15,-53 dBm,1
93260,6,15,-56 dBm,1
93448,6,15,-53 dBm,1
93841,6,15,-45 dBm,1
94284,6,15,-52 dBm,1
95458,6,15,-52 dBm,1
96275,6,15,-57 dBm,1
96450,6,15,-59 dBm,1
96605,6,15,-57 dBm,1
96665,6,15,-56 dBm,1
97736,6,15,-60 dBm,1
98347,6,15,-51 dBm,1
99292,6,15,-51 dBm,1
99501,6,15,-60 dBm,1
99667,6,15,-52 dBm,1
99874,6,15,-50 dBm,1
99982,6,15,-61 dBm,1
100291,6,15,-57 dBm,1
100400,6,15,-52 dBm,1
100758,6,15,-59 dBm,1
100798,6,15,-58 dBm,1
100864,6,15,-60 dBm,1
101095,6,15,-50 dBm,1
101096,6,15,-50 dBm,1
101207,6,15,-52 dBm,1
101558,6,15,-60 dBm,1
101589,6,15,-58 dBm,1
101666,6,15,-51 dBm,1
102074,6,15,-53 dBm,1
102274,6,15,-60 dBm,1
102275,6,15,-61 dBm,1
102449,6,15,-51 dBm,1
102503,6,15,-60 dBm,1
102505,6,15,-66 dBm,1
103068,6,15,-50 dBm,1
103069,6,15,-50 dBm,1
103865,6,15,-52 dBm,1
104050,6,15,-60 dBm,1
104093,6,15,-53 dBm,1
104127,6,15,-51 dBm,1
104187,6,15,-60 dBm,1
104703,6,15,-60 dBm,1
104948,6,15,-60 dBm,1
104975,6,15,-59 dBm,1
105241,6,15,-60 dBm,1
105491,6,15,-57 dBm,1
105668,6,15,-60 dBm,1
105980,6,15,-58 dBm,1
106205,6,15,-60 dBm,1
106206,6,15,-61 dBm,1
106659,6,15,-60 dBm,1
106664,6,15,-50 dBm,1
106835,6,15,-51 dBm,1
106867,6,15,-63 dBm,1
107109,6,15,-60 dBm,1
107248,6,15,-51 dBm,1
107428,6,15,-52 dBm,1
107649,6,15,-51 dBm,1
107946,6,15,-53 dBm,1
107959,6,15,-55 dBm,1
108118,6,15,-52 dBm,1
108131,6,15,-60 dBm,1
108498,6,15,-49 dBm,1
108499,6,15,-52 dBm,1
108500,6,15,-52 dBm,1
108532,6,15,-51 dBm,1
108567,6,15,-57 dBm,1
108776,6,15,-52 dBm,1
109042,6,15,-60 dBm,1
109451,6,15,-50 dBm,1
109524,6,15,-60 dBm,1
109762,6,15,-50 dBm,1
109763,6,15,-50 dBm,1
109764,6,15,-51 dBm,1
109845,6,15,-51 dBm,1
109846,6,15,-52 dBm,1
109847,6,15,-52 dBm,1
109856,6,15,-50 dBm,1
109857,6,15,-50 dBm,1
109858,6,15,-51 dBm,1
109999,6,15,-51 dBm,1
110000,6,15,-52 dBm,1
110001,6,15,-52 dBm,1
110049,6,15,-51 dBm,1
110066,6,15,-52 dBm,1
110067,6,15,-51 dBm,1
110227,6,15,-60 dBm,1
110417,6,15,-59 dBm,1
110426,6,15,-51 dBm,1
110427,6,15,-52 dBm,1
110428,6,15,-52 dBm,1
110456,6,15,-63 dBm,1
110624,6,15,-51 dBm,1
110625,6,15,-52 dBm,1
110626,6,15,-52 dBm,1
110655,6,15,-51 dBm,1
110656,6,15,-52 dBm,1
110657,6,15,-52 dBm,1
111617,6,15,-60 dBm,1
111801,6,15,-51 dBm,1
111802,6,15,-52 dBm,1
111803,6,15,-52 dBm,1
112115,6,15,-50 dBm,1
112116,6,15,-52 dBm,1
112128,6,15,-57 dBm,1
112466,6,15,-60 dBm,1
112926,6,15,-60 dBm,1
113045,6,15,-51 dBm,1
113046,6,15,-52 dBm,1
113047,6,15,-52 dBm,1
113059,6,15,-59 dBm,1
113096,6,15,-60 dBm,1
113097,6,15,-61 dBm,1
113098,6,15,-66 dBm,1
113160,6,15,-57 dBm,1
113255,6,15,-60 dBm,1
113256,6,15,-61 dBm,1
113257,6,15,-66 dBm,1
113258,6,15,-51 dBm,1
113259,6,15,-52 dBm,1
113260,6,15,-52 dBm,1
113418,6,15,-60 dBm,1
113434,6,15,-51 dBm,1
113435,6,15,-52 dBm,1
113436,6,15,-52 dBm,1
113617,6,15,-51 dBm,1
113618,6,15,-52 dBm,1
113619,6,15,-52 dBm,1
113651,6,15,-49 dBm,1
113652,6,15,-52 dBm,1
113653,6,15,-52 dBm,1
113666,6,15,-60 dBm,1
