No.,Broadcaster,Sniffer_Distance,RSSI,Malformed Packet
25442,6,75,-70 dBm,1
25461,6,75,-68 dBm,1
25471,6,75,-76 dBm,1
25479,6,75,-77 dBm,1
25601,6,75,-74 dBm,1
25602,6,75,-79 dBm,1
25657,6,75,-78 dBm,1
25687,6,75,-77 dBm,1
25708,6,75,-76 dBm,1
25720,6,75,-74 dBm,1
25735,6,75,-75 dBm,1
25738,6,75,-75 dBm,1
25742,6,75,-77 dBm,1
25767,6,75,-80 dBm,1
25782,6,75,-78 dBm,1
25790,6,75,-77 dBm,1
25805,6,75,-74 dBm,1
25817,6,75,-72 dBm,1
25843,6,75,-79 dBm,1
25851,6,75,-77 dBm,1
25882,6,75,-77 dBm,1
25917,6,75,-80 dBm,1
25929,6,75,-75 dBm,1
25933,6,75,-80 dBm,1
25943,6,75,-75 dBm,1
25986,6,75,-75 dBm,1
26003,6,75,-77 dBm,1
26024,6,75,-72 dBm,1
26052,6,75,-77 dBm,1
26056,6,75,-78 dBm,1
26086,6,75,-77 dBm,1
26092,6,75,-77 dBm,1
26103,6,75,-76 dBm,1
26114,6,75,-77 dBm,1
26121,6,75,-76 dBm,1
26125,6,75,-70 dBm,1
26176,6,75,-77 dBm,1
26198,6,75,-75 dBm,1
26223,6,75,-78 dBm,1
26240,6,75,-76 dBm,1
26282,6,75,-78 dBm,1
26287,6,75,-74 dBm,1
26296,6,75,-76 dBm,1
26325,6,75,-76 dBm,1
26344,6,75,-79 dBm,1
26353,6,75,-78 dBm,1
26391,6,75,-78 dBm,1
26471,6,75,-78 dBm,1
26475,6,75,-73 dBm,1
26491,6,75,-76 dBm,1
26503,6,75,-73 dBm,1
26510,6,75,-78 dBm,1
26544,6,75,-77 dBm,1
26548,6,75,-76 dBm,1
26602,6,75,-78 dBm,1
26618,6,75,-77 dBm,1
26650,6,75,-76 dBm,1
26693,6,75,-77 dBm,1
26701,6,75,-75 dBm,1
26735,6,75,-79 dBm,1
26736,6,75,-75 dBm,1
26772,6,75,-75 dBm,1
26774,6,75,-77 dBm,1
26785,6,75,-78 dBm,1
26876,6,75,-74 dBm,1
26923,6,75,-77 dBm,1
26926,6,75,-78 dBm,1
26940,6,75,-77 dBm,1
26970,6,75,-76 dBm,1
27022,6,75,-74 dBm,1
27024,6,75,-77 dBm,1
27032,6,75,-77 dBm,1
27046,6,75,-74 dBm,1
27061,6,75,-77 dBm,1
27091,6,75,-77 dBm,1
27145,6,75,-76 dBm,1
27153,6,75,-78 dBm,1
27225,6,75,-77 dBm,1
27250,6,75,-75 dBm,1
27293,6,75,-77 dBm,1
27311,6,75,-75 dBm,1
27315,6,75,-76 dBm,1
27344,6,75,-77 dBm,1
27469,6,75,-77 dBm,1
27487,6,75,-75 dBm,1
27502,6,75,-77 dBm,1
27539,6,75,-76 dBm,1
27555,6,75,-80 dBm,1
27667,6,75,-76 dBm,1
27753,6,75,-77 dBm,1
27797,6,75,-72 dBm,1
27813,6,75,-75 dBm,1
27820,6,75,-75 dBm,1
27854,6,75,-75 dBm,1
27886,6,75,-77 dBm,1
27900,6,75,-78 dBm,1
27912,6,75,-74 dBm,1
27961,6,75,-79 dBm,1
27965,6,75,-77 dBm,1
28027,6,75,-76 dBm,1
28036,6,75,-74 dBm,1
28101,6,75,-73 dBm,1
28103,6,75,-77 dBm,1
28106,6,75,-75 dBm,1
28150,6,75,-79 dBm,1
28169,6,75,-75 dBm,1
28170,6,75,-77 dBm,1
28252,6,75,-79 dBm,1
28346,6,75,-72 dBm,1
28399,6,75,-76 dBm,1
28413,6,75,-78 dBm,1
28497,6,75,-76 dBm,1
28504,6,75,-78 dBm,1
28510,6,75,-76 dBm,1
28533,6,75,-78 dBm,1
28559,6,75,-74 dBm,1
28571,6,75,-76 dBm,1
28573,6,75,-74 dBm,1
28605,6,75,-76 dBm,1
28637,6,75,-78 dBm,1
28645,6,75,-73 dBm,1
28658,6,75,-78 dBm,1
28699,6,75,-77 dBm,1
28735,6,75,-78 dBm,1
28779,6,75,-73 dBm,1
28865,6,75,-76 dBm,1
28867,6,75,-76 dBm,1
28875,6,75,-61 dBm,1
28908,6,75,-77 dBm,1
28947,6,75,-77 dBm,1
29011,6,75,-78 dBm,1
29016,6,75,-69 dBm,1
29031,6,75,-76 dBm,1
29064,6,75,-79 dBm,1
29124,6,75,-77 dBm,1
29190,6,75,-76 dBm,1
29204,6,75,-75 dBm,1
29241,6,75,-78 dBm,1
29267,6,75,-74 dBm,1
29287,6,75,-77 dBm,1
29313,6,75,-76 dBm,1
29317,6,75,-77 dBm,1
29335,6,75,-76 dBm,1
29374,6,75,-77 dBm,1
29393,6,75,-76 dBm,1
29472,6,75,-79 dBm,1
29476,6,75,-76 dBm,1
29486,6,75,-70 dBm,1
29490,6,75,-77 dBm,1
29492,6,75,-74 dBm,1
29525,6,75,-80 dBm,1
29544,6,75,-70 dBm,1
29557,6,75,-79 dBm,1
29572,6,75,-79 dBm,1
29623,6,75,-78 dBm,1
29656,6,75,-75 dBm,1
29666,6,75,-70 dBm,1
29703,6,75,-77 dBm,1
29773,6,75,-70 dBm,1
29785,6,75,-70 dBm,1
29875,6,75,-73 dBm,1
29898,6,75,-75 dBm,1
29903,6,75,-77 dBm,1
29945,6,75,-78 dBm,1
30004,6,75,-75 dBm,1
30040,6,75,-77 dBm,1
30127,6,75,-77 dBm,1
30139,6,75,-75 dBm,1
30144,6,75,-74 dBm,1
30146,6,75,-73 dBm,1
30176,6,75,-77 dBm,1
30202,6,75,-77 dBm,1
30292,6,75,-76 dBm,1
30300,6,75,-78 dBm,1
30352,6,75,-70 dBm,1
30367,6,75,-78 dBm,1
30462,6,75,-74 dBm,1
30475,6,75,-79 dBm,1
30502,6,75,-77 dBm,1
30540,6,75,-75 dBm,1
30582,6,75,-76 dBm,1
30621,6,75,-73 dBm,1
30636,6,75,-76 dBm,1
30655,6,75,-75 dBm,1
30659,6,75,-73 dBm,1
30660,6,75,-73 dBm,1
30736,6,75,-80 dBm,1
30755,6,75,-72 dBm,1
30761,6,75,-74 dBm,1
30769,6,75,-63 dBm,1
30779,6,75,-74 dBm,1
30795,6,75,-78 dBm,1
30801,6,75,-74 dBm,1
30808,6,75,-76 dBm,1
30904,6,75,-76 dBm,1
31022,6,75,-75 dBm,1
31042,6,75,-74 dBm,1
31087,6,75,-75 dBm,1
31105,6,75,-78 dBm,1
31110,6,75,-73 dBm,1
31133,6,75,-78 dBm,1
31161,6,75,-80 dBm,1
31183,6,75,-79 dBm,1
31186,6,75,-75 dBm,1
31204,6,75,-76 dBm,1
31223,6,75,-77 dBm,1
31235,6,75,-73 dBm,1
31243,6,75,-77 dBm,1
31262,6,75,-74 dBm,1
31293,6,75,-78 dBm,1
31372,6,75,-75 dBm,1
31405,6,75,-77 dBm,1
31412,6,75,-79 dBm,1
31428,6,75,-79 dBm,1
31489,6,75,-79 dBm,1
31567,6,75,-75 dBm,1
31569,6,75,-74 dBm,1
31578,6,75,-73 dBm,1
31601,6,75,-76 dBm,1
31609,6,75,-77 dBm,1
31736,6,75,-77 dBm,1
31740,6,75,-77 dBm,1
31748,6,75,-75 dBm,1
31812,6,75,-76 dBm,1
31840,6,75,-77 dBm,1
31857,6,75,-78 dBm,1
31881,6,75,-79 dBm,1
31889,6,75,-77 dBm,1
31901,6,75,-74 dBm,1
31963,6,75,-77 dBm,1
31991,6,75,-75 dBm,1
32010,6,75,-75 dBm,1
32025,6,75,-80 dBm,1
32102,6,75,-76 dBm,1
32112,6,75,-74 dBm,1
32116,6,75,-76 dBm,1
32127,6,75,-75 dBm,1
32137,6,75,-78 dBm,1
32208,6,75,-76 dBm,1
32274,6,75,-75 dBm,1
32288,6,75,-70 dBm,1
32357,6,75,-76 dBm,1
32410,6,75,-74 dBm,1
32461,6,75,-78 dBm,1
32493,6,75,-75 dBm,1
32506,6,75,-70 dBm,1
32513,6,75,-78 dBm,1
32550,6,75,-73 dBm,1
32556,6,75,-75 dBm,1
32589,6,75,-75 dBm,1
32593,6,75,-73 dBm,1
32604,6,75,-75 dBm,1
32616,6,75,-73 dBm,1
32634,6,75,-76 dBm,1
32649,6,75,-76 dBm,1
32653,6,75,-75 dBm,1
32752,6,75,-75 dBm,1
32853,6,75,-76 dBm,1
32874,6,75,-73 dBm,1
32880,6,75,-75 dBm,1
32900,6,75,-74 dBm,1
32927,6,75,-73 dBm,1
32940,6,75,-78 dBm,1
32956,6,75,-79 dBm,1
32969,6,75,-75 dBm,1
32971,6,75,-74 dBm,1
32988,6,75,-73 dBm,1
33003,6,75,-70 dBm,1
33007,6,75,-73 dBm,1
33023,6,75,-78 dBm,1
33052,6,75,-76 dBm,1
33062,6,75,-75 dBm,1
33071,6,75,-73 dBm,1
33116,6,75,-75 dBm,1
33120,6,75,-75 dBm,1
33156,6,75,-77 dBm,1
33200,6,75,-74 dBm,1
33221,6,75,-75 dBm,1
33239,6,75,-75 dBm,1
33327,6,75,-74 dBm,1
33421,6,75,-75 dBm,1
33457,6,75,-75 dBm,1
33472,6,75,-75 dBm,1
33495,6,75,-76 dBm,1
33519,6,75,-76 dBm,1
33583,6,75,-77 dBm,1
33642,6,75,-75 dBm,1
33646,6,75,-72 dBm,1
33695,6,75,-76 dBm,1
33789,6,75,-77 dBm,1
33792,6,75,-77 dBm,1
33834,6,75,-77 dBm,1
33873,6,75,-77 dBm,1
33898,6,75,-73 dBm,1
33900,6,75,-77 dBm,1
33953,6,75,-76 dBm,1
33961,6,75,-76 dBm,1
33977,6,75,-75 dBm,1
33995,6,75,-74 dBm,1
34000,6,75,-78 dBm,1
34019,6,75,-74 dBm,1
34059,6,75,-76 dBm,1
34082,6,75,-78 dBm,1
34116,6,75,-78 dBm,1
34176,6,75,-78 dBm,1
34180,6,75,-76 dBm,1
34289,6,75,-77 dBm,1
34293,6,75,-78 dBm,1
34308,6,75,-75 dBm,1
34516,6,75,-78 dBm,1
34549,6,75,-78 dBm,1
34624,6,75,-79 dBm,1
34628,6,75,-76 dBm,1
34656,6,75,-76 dBm,1
34685,6,75,-76 dBm,1
34709,6,75,-76 dBm,1
34725,6,75,-73 dBm,1
34727,6,75,-76 dBm,1
34783,6,75,-73 dBm,1
34804,6,75,-74 dBm,1
34877,6,75,-76 dBm,1
34917,6,75,-74 dBm,1
34936,6,75,-80 dBm,1
34948,6,75,-76 dBm,1
34982,6,75,-76 dBm,1
35024,6,75,-80 dBm,1
35036,6,75,-77 dBm,1
35235,6,75,-77 dBm,1
35242,6,75,-76 dBm,1
35286,6,75,-74 dBm,1
35301,6,75,-76 dBm,1
35318,6,75,-76 dBm,1
35374,6,75,-78 dBm,1
35383,6,75,-74 dBm,1
35403,6,75,-79 dBm,1
35436,6,75,-78 dBm,1
35446,6,75,-78 dBm,1
35468,6,75,-78 dBm,1
35519,6,75,-79 dBm,1
35649,6,75,-74 dBm,1
35679,6,75,-78 dBm,1
35709,6,75,-77 dBm,1
35724,6,75,-73 dBm,1
35727,6,75,-77 dBm,1
35783,6,75,-75 dBm,1
35806,6,75,-76 dBm,1
35823,6,75,-75 dBm,1
35829,6,75,-74 dBm,1
35831,6,75,-74 dBm,1
35832,6,75,-72 dBm,1
35837,6,75,-75 dBm,1
35844,6,75,-76 dBm,1
35855,6,75,-75 dBm,1
35857,6,75,-74 dBm,1
35864,6,75,-78 dBm,1
35885,6,75,-75 dBm,1
35905,6,75,-79 dBm,1
35935,6,75,-75 dBm,1
36004,6,75,-75 dBm,1
36009,6,75,-74 dBm,1
36077,6,75,-75 dBm,1
36085,6,75,-75 dBm,1
36134,6,75,-75 dBm,1
36168,6,75,-76 dBm,1
36172,6,75,-75 dBm,1
36186,6,75,-78 dBm,1
36247,6,75,-73 dBm,1
36250,6,75,-74 dBm,1
36252,6,75,-77 dBm,1
36294,6,75,-70 dBm,1
36376,6,75,-75 dBm,1
36407,6,75,-72 dBm,1
36416,6,75,-77 dBm,1
36467,6,75,-74 dBm,1
36500,6,75,-76 dBm,1
36542,6,75,-75 dBm,1
36573,6,75,-75 dBm,1
36676,6,75,-74 dBm,1
36694,6,75,-75 dBm,1
36760,6,75,-75 dBm,1
36821,6,75,-76 dBm,1
36845,6,75,-76 dBm,1
36938,6,75,-74 dBm,1
36947,6,75,-73 dBm,1
36978,6,75,-76 dBm,1
36998,6,75,-74 dBm,1
37023,6,75,-73 dBm,1
37025,6,75,-77 dBm,1
37040,6,75,-74 dBm,1
37044,6,75,-78 dBm,1
37058,6,75,-72 dBm,1
37059,6,75,-75 dBm,1
37171,6,75,-75 dBm,1
37198,6,75,-78 dBm,1
37202,6,75,-76 dBm,1
37205,6,75,-73 dBm,1
37232,6,75,-75 dBm,1
37299,6,75,-75 dBm,1
37358,6,75,-75 dBm,1
37406,6,75,-76 dBm,1
37494,6,75,-78 dBm,1
37641,6,75,-77 dBm,1
37767,6,75,-73 dBm,1
37773,6,75,-75 dBm,1
37801,6,75,-75 dBm,1
37875,6,75,-74 dBm,1
37879,6,75,-69 dBm,1
37891,6,75,-79 dBm,1
37919,6,75,-74 dBm,1
38041,6,75,-74 dBm,1
38088,6,75,-75 dBm,1
38110,6,75,-76 dBm,1
38135,6,75,-75 dBm,1
38162,6,75,-76 dBm,1
38220,6,75,-77 dBm,1
38301,6,75,-73 dBm,1
38317,6,75,-78 dBm,1
38365,6,75,-78 dBm,1
38370,6,75,-74 dBm,1
38384,6,75,-75 dBm,1
38399,6,75,-76 dBm,1
38644,6,75,-76 dBm,1
38729,6,75,-78 dBm,1
38763,6,75,-78 dBm,1
38828,6,75,-77 dBm,1
38842,6,75,-75 dBm,1
38855,6,75,-76 dBm,1
38918,6,75,-74 dBm,1
38922,6,75,-74 dBm,1
39025,6,75,-76 dBm,1
39042,6,75,-76 dBm,1
39044,6,75,-75 dBm,1
39102,6,75,-77 dBm,1
39133,6,75,-76 dBm,1
39156,6,75,-74 dBm,1
39176,6,75,-76 dBm,1
39180,6,75,-77 dBm,1
39282,6,75,-73 dBm,1
39346,6,75,-75 dBm,1
39362,6,75,-73 dBm,1
39370,6,75,-76 dBm,1
39387,6,75,-76 dBm,1
39395,6,75,-74 dBm,1
39400,6,75,-73 dBm,1
39402,6,75,-76 dBm,1
39459,6,75,-76 dBm,1
39470,6,75,-77 dBm,1
39492,6,75,-75 dBm,1
39522,6,75,-76 dBm,1
39530,6,75,-78 dBm,1
39532,6,75,-75 dBm,1
39540,6,75,-74 dBm,1
39548,6,75,-74 dBm,1
39568,6,75,-76 dBm,1
39583,6,75,-77 dBm,1
39738,6,75,-77 dBm,1
39756,6,75,-78 dBm,1
39759,6,75,-74 dBm,1
39799,6,75,-72 dBm,1
39805,6,75,-76 dBm,1
39833,6,75,-79 dBm,1
39879,6,75,-75 dBm,1
39924,6,75,-76 dBm,1
39939,6,75,-72 dBm,1
39966,6,75,-73 dBm,1
39993,6,75,-75 dBm,1
40027,6,75,-74 dBm,1
40050,6,75,-76 dBm,1
40065,6,75,-77 dBm,1
40069,6,75,-77 dBm,1
40097,6,75,-74 dBm,1
40126,6,75,-77 dBm,1
40137,6,75,-75 dBm,1
40156,6,75,-73 dBm,1
40221,6,75,-75 dBm,1
40238,6,75,-74 dBm,1
40259,6,75,-76 dBm,1
40274,6,75,-76 dBm,1
40285,6,75,-75 dBm,1
40296,6,75,-74 dBm,1
40445,6,75,-74 dBm,1
40471,6,75,-75 dBm,1
40475,6,75,-75 dBm,1
40504,6,75,-77 dBm,1
40562,6,75,-77 dBm,1
40604,6,75,-74 dBm,1
40636,6,75,-82 dBm,1
40662,6,75,-75 dBm,1
40818,6,75,-79 dBm,1
40852,6,75,-80 dBm,1
40880,6,75,-74 dBm,1
40913,6,75,-78 dBm,1
40977,6,75,-77 dBm,1
40983,6,75,-77 dBm,1
41024,6,75,-75 dBm,1
41049,6,75,-76 dBm,1
41052,6,75,-75 dBm,1
41060,6,75,-73 dBm,1
41083,6,75,-78 dBm,1
41178,6,75,-77 dBm,1
41202,6,75,-77 dBm,1
41206,6,75,-76 dBm,1
41229,6,75,-75 dBm,1
41257,6,75,-73 dBm,1
41268,6,75,-78 dBm,1
41275,6,75,-75 dBm,1
41298,6,75,-77 dBm,1
41356,6,75,-76 dBm,1
41394,6,75,-76 dBm,1
41435,6,75,-70 dBm,1
41481,6,75,-76 dBm,1
41515,6,75,-77 dBm,1
41525,6,75,-78 dBm,1
41572,6,75,-75 dBm,1
41618,6,75,-74 dBm,1
41643,6,75,-79 dBm,1
41668,6,75,-75 dBm,1
41722,6,75,-78 dBm,1
41778,6,75,-77 dBm,1
41805,6,75,-74 dBm,1
41865,6,75,-78 dBm,1
41895,6,75,-78 dBm,1
41929,6,75,-77 dBm,1
41939,6,75,-74 dBm,1
41995,6,75,-77 dBm,1
42064,6,75,-76 dBm,1
42120,6,75,-77 dBm,1
42141,6,75,-78 dBm,1
42145,6,75,-75 dBm,1
42160,6,75,-76 dBm,1
42190,6,75,-78 dBm,1
42201,6,75,-73 dBm,1
42215,6,75,-77 dBm,1
42227,6,75,-78 dBm,1
42264,6,75,-73 dBm,1
42288,6,75,-77 dBm,1
42307,6,75,-75 dBm,1
42429,6,75,-77 dBm,1
42505,6,75,-76 dBm,1
42518,6,75,-78 dBm,1
42563,6,75,-78 dBm,1
42573,6,75,-76 dBm,1
42592,6,75,-81 dBm,1
42619,6,75,-79 dBm,1
42642,6,75,-74 dBm,1
42671,6,75,-74 dBm,1
42700,6,75,-81 dBm,1
42760,6,75,-75 dBm,1
42817,6,75,-76 dBm,1
42884,6,75,-73 dBm,1
42911,6,75,-75 dBm,1
42915,6,75,-75 dBm,1
42979,6,75,-77 dBm,1
42982,6,75,-73 dBm,1
43055,6,75,-75 dBm,1
43074,6,75,-75 dBm,1
43105,6,75,-76 dBm,1
43159,6,75,-73 dBm,1
43225,6,75,-79 dBm,1
43251,6,75,-78 dBm,1
43342,6,75,-76 dBm,1
43395,6,75,-75 dBm,1
43406,6,75,-74 dBm,1
43477,6,75,-75 dBm,1
43494,6,75,-77 dBm,1
43565,6,75,-72 dBm,1
43599,6,75,-76 dBm,1
43621,6,75,-78 dBm,1
43646,6,75,-77 dBm,1
43733,6,75,-76 dBm,1
43820,6,75,-76 dBm,1
43849,6,75,-75 dBm,1
43879,6,75,-76 dBm,1
43890,6,75,-76 dBm,1
43908,6,75,-75 dBm,1
43911,6,75,-73 dBm,1
43935,6,75,-76 dBm,1
43970,6,75,-75 dBm,1
43982,6,75,-76 dBm,1
43985,6,75,-76 dBm,1
44005,6,75,-73 dBm,1
44020,6,75,-77 dBm,1
44028,6,75,-70 dBm,1
44032,6,75,-76 dBm,1
44048,6,75,-76 dBm,1
44111,6,75,-76 dBm,1
44155,6,75,-75 dBm,1
44194,6,75,-77 dBm,1
44275,6,75,-73 dBm,1
44354,6,75,-77 dBm,1
44360,6,75,-73 dBm,1
44516,6,75,-78 dBm,1
44535,6,75,-72 dBm,1
44547,6,75,-77 dBm,1
44551,6,75,-76 dBm,1
44554,6,75,-75 dBm,1
44573,6,75,-74 dBm,1
44575,6,75,-76 dBm,1
44583,6,75,-75 dBm,1
44655,6,75,-76 dBm,1
44716,6,75,-77 dBm,1
44732,6,75,-73 dBm,1
44765,6,75,-76 dBm,1
44823,6,75,-80 dBm,1
44850,6,75,-75 dBm,1
44854,6,75,-72 dBm,1
44880,6,75,-79 dBm,1
44918,6,75,-71 dBm,1
44995,6,75,-71 dBm,1
44999,6,75,-80 dBm,1
45003,6,75,-76 dBm,1
45006,6,75,-79 dBm,1
45023,6,75,-76 dBm,1
45042,6,75,-78 dBm,1
45077,6,75,-73 dBm,1
45173,6,75,-77 dBm,1
45256,6,75,-77 dBm,1
45285,6,75,-77 dBm,1
45318,6,75,-79 dBm,1
45325,6,75,-76 dBm,1
45329,6,75,-69 dBm,1
45333,6,75,-78 dBm,1
45393,6,75,-74 dBm,1
45418,6,75,-73 dBm,1
45427,6,75,-76 dBm,1
45505,6,75,-76 dBm,1
45523,6,75,-75 dBm,1
45572,6,75,-78 dBm,1
45657,6,75,-77 dBm,1
45688,6,75,-78 dBm,1
45710,6,75,-77 dBm,1
45715,6,75,-75 dBm,1
45761,6,75,-78 dBm,1
45796,6,75,-79 dBm,1
45799,6,75,-73 dBm,1
45841,6,75,-78 dBm,1
45857,6,75,-77 dBm,1
45871,6,75,-78 dBm,1
45901,6,75,-78 dBm,1
45962,6,75,-78 dBm,1
45984,6,75,-77 dBm,1
46023,6,75,-78 dBm,1
46042,6,75,-76 dBm,1
46087,6,75,-75 dBm,1
46107,6,75,-77 dBm,1
46133,6,75,-76 dBm,1
46181,6,75,-79 dBm,1
46193,6,75,-78 dBm,1
46271,6,75,-77 dBm,1
46282,6,75,-77 dBm,1
46293,6,75,-70 dBm,1
46317,6,75,-82 dBm,1
46325,6,75,-77 dBm,1
46338,6,75,-75 dBm,1
46357,6,75,-70 dBm,1
46369,6,75,-75 dBm,1
46384,6,75,-77 dBm,1
46388,6,75,-78 dBm,1
46400,6,75,-78 dBm,1
46500,6,75,-77 dBm,1
46638,6,75,-79 dBm,1
46644,6,75,-78 dBm,1
46655,6,75,-77 dBm,1
46689,6,75,-76 dBm,1
46696,6,75,-78 dBm,1
46732,6,75,-76 dBm,1
46751,6,75,-78 dBm,1
46793,6,75,-78 dBm,1
46826,6,75,-76 dBm,1
46840,6,75,-76 dBm,1
46857,6,75,-74 dBm,1
46874,6,75,-74 dBm,1
46904,6,75,-78 dBm,1
46928,6,75,-76 dBm,1
47007,6,75,-77 dBm,1
47020,6,75,-77 dBm,1
47249,6,75,-76 dBm,1
47264,6,75,-77 dBm,1
47284,6,75,-76 dBm,1
47292,6,75,-77 dBm,1
47300,6,75,-74 dBm,1
47314,6,75,-75 dBm,1
47337,6,75,-76 dBm,1
47341,6,75,-77 dBm,1
47430,6,75,-75 dBm,1
47451,6,75,-78 dBm,1
47525,6,75,-78 dBm,1
47540,6,75,-78 dBm,1
47554,6,75,-77 dBm,1
47558,6,75,-70 dBm,1
47592,6,75,-78 dBm,1
47631,6,75,-78 dBm,1
47730,6,75,-78 dBm,1
47784,6,75,-78 dBm,1
47838,6,75,-76 dBm,1
47854,6,75,-78 dBm,1
47862,6,75,-78 dBm,1
47911,6,75,-78 dBm,1
47950,6,75,-74 dBm,1
47981,6,75,-77 dBm,1
48056,6,75,-74 dBm,1
48095,6,75,-74 dBm,1
48140,6,75,-79 dBm,1
48240,6,75,-77 dBm,1
48254,6,75,-77 dBm,1
48314,6,75,-78 dBm,1
48327,6,75,-73 dBm,1
48335,6,75,-72 dBm,1
48382,6,75,-75 dBm,1
48419,6,75,-76 dBm,1
48437,6,75,-78 dBm,1
48449,6,75,-79 dBm,1
48469,6,75,-78 dBm,1
48482,6,75,-74 dBm,1
48512,6,75,-74 dBm,1
48526,6,75,-78 dBm,1
48635,6,75,-77 dBm,1
48715,6,75,-76 dBm,1
48719,6,75,-77 dBm,1
48752,6,75,-75 dBm,1
48756,6,75,-77 dBm,1
48822,6,75,-75 dBm,1
48825,6,75,-75 dBm,1
48937,6,75,-79 dBm,1
48962,6,75,-75 dBm,1
48965,6,75,-75 dBm,1
49003,6,75,-77 dBm,1
49023,6,75,-74 dBm,1
49029,6,75,-74 dBm,1
49072,6,75,-76 dBm,1
49097,6,75,-76 dBm,1
49153,6,75,-77 dBm,1
49178,6,75,-76 dBm,1
49250,6,75,-77 dBm,1
49272,6,75,-75 dBm,1
49276,6,75,-76 dBm,1
49339,6,75,-77 dBm,1
49349,6,75,-73 dBm,1
49375,6,75,-79 dBm,1
49424,6,75,-72 dBm,1
49427,6,75,-75 dBm,1
49470,6,75,-77 dBm,1
49515,6,75,-76 dBm,1
49595,6,75,-77 dBm,1
49638,6,75,-76 dBm,1
49676,6,75,-71 dBm,1
49678,6,75,-73 dBm,1
49731,6,75,-76 dBm,1
49741,6,75,-74 dBm,1
49787,6,75,-76 dBm,1
49801,6,75,-76 dBm,1
49820,6,75,-77 dBm,1
49839,6,75,-70 dBm,1
49893,6,75,-74 dBm,1
49950,6,75,-75 dBm,1
49951,6,75,-79 dBm,1
49954,6,75,-75 dBm,1
49956,6,75,-75 dBm,1
50044,6,75,-79 dBm,1
50046,6,75,-74 dBm,1
50058,6,75,-78 dBm,1
50107,6,75,-75 dBm,1
50121,6,75,-77 dBm,1
50129,6,75,-78 dBm,1
50133,6,75,-70 dBm,1
50141,6,75,-78 dBm,1
50149,6,75,-76 dBm,1
50152,6,75,-75 dBm,1
50204,6,75,-79 dBm,1
50229,6,75,-76 dBm,1
50250,6,75,-79 dBm,1
50255,6,75,-76 dBm,1
50259,6,75,-75 dBm,1
50329,6,75,-76 dBm,1
50401,6,75,-81 dBm,1
50418,6,75,-78 dBm,1
50453,6,75,-75 dBm,1
50485,6,75,-73 dBm,1
50546,6,75,-78 dBm,1
50549,6,75,-76 dBm,1
50565,6,75,-77 dBm,1
50576,6,75,-74 dBm,1
50588,6,75,-79 dBm,1
50604,6,75,-78 dBm,1
50652,6,75,-77 dBm,1
50705,6,75,-75 dBm,1
50780,6,75,-74 dBm,1
50783,6,75,-79 dBm,1
50841,6,75,-74 dBm,1
50900,6,75,-76 dBm,1
50904,6,75,-76 dBm,1
50915,6,75,-70 dBm,1
50944,6,75,-74 dBm,1
50990,6,75,-75 dBm,1
51002,6,75,-74 dBm,1
51005,6,75,-78 dBm,1
51017,6,75,-76 dBm,1
51022,6,75,-73 dBm,1
51025,6,75,-77 dBm,1
51075,6,75,-79 dBm,1
51132,6,75,-76 dBm,1
51140,6,75,-77 dBm,1
51144,6,75,-74 dBm,1
51168,6,75,-74 dBm,1
51216,6,75,-77 dBm,1
51223,6,75,-79 dBm,1
51231,6,75,-70 dBm,1
51233,6,75,-75 dBm,1
51245,6,75,-76 dBm,1
51299,6,75,-76 dBm,1
51345,6,75,-78 dBm,1
51359,6,75,-77 dBm,1
51403,6,75,-76 dBm,1
51425,6,75,-79 dBm,1
51432,6,75,-79 dBm,1
51516,6,75,-78 dBm,1
51539,6,75,-78 dBm,1
51543,6,75,-76 dBm,1
51566,6,75,-78 dBm,1
51570,6,75,-78 dBm,1
51574,6,75,-70 dBm,1
51593,6,75,-77 dBm,1
51661,6,75,-78 dBm,1
51680,6,75,-73 dBm,1
51699,6,75,-76 dBm,1
51721,6,75,-74 dBm,1
51735,6,75,-77 dBm,1
51780,6,75,-77 dBm,1
51787,6,75,-77 dBm,1
51791,6,75,-76 dBm,1
51799,6,75,-78 dBm,1
51831,6,75,-78 dBm,1
51839,6,75,-78 dBm,1
51858,6,75,-77 dBm,1
51865,6,75,-74 dBm,1
51972,6,75,-78 dBm,1
52036,6,75,-78 dBm,1
52058,6,75,-76 dBm,1
52066,6,75,-78 dBm,1
52078,6,75,-76 dBm,1
52082,6,75,-76 dBm,1
52116,6,75,-77 dBm,1
52138,6,75,-72 dBm,1
52170,6,75,-69 dBm,1
52184,6,75,-73 dBm,1
52188,6,75,-77 dBm,1
52208,6,75,-78 dBm,1
52227,6,75,-76 dBm,1
52254,6,75,-77 dBm,1
52272,6,75,-72 dBm,1
52304,6,75,-77 dBm,1
52319,6,75,-78 dBm,1
52327,6,75,-77 dBm,1
52358,6,75,-76 dBm,1
52362,6,75,-76 dBm,1
52457,6,75,-75 dBm,1
52486,6,75,-74 dBm,1
52489,6,75,-78 dBm,1
52493,6,75,-78 dBm,1
52516,6,75,-75 dBm,1
52522,6,75,-79 dBm,1
52539,6,75,-76 dBm,1
52584,6,75,-76 dBm,1
52592,6,75,-74 dBm,1
52614,6,75,-79 dBm,1
52697,6,75,-79 dBm,1
52703,6,75,-75 dBm,1
52713,6,75,-75 dBm,1
52736,6,75,-75 dBm,1
52743,6,75,-78 dBm,1
52769,6,75,-79 dBm,1
52776,6,75,-76 dBm,1
