No.,Broadcasters,Sniffer_Distance,RSSI,Malformed Packet
3109,3,8.66,-59 dBm,1
3946,3,8.66,-59 dBm,1
4562,3,8.66,-57 dBm,1
5009,3,8.66,-54 dBm,1
6240,3,8.66,-55 dBm,1
7877,3,8.66,-60 dBm,1
9194,3,8.66,-66 dBm,1
12321,3,8.66,-59 dBm,1
12520,3,8.66,-55 dBm,1
13124,3,8.66,-55 dBm,1
18254,3,8.66,-57 dBm,1
28614,3,8.66,-59 dBm,1
34161,3,8.66,-56 dBm,1
34852,3,8.66,-54 dBm,1
35766,3,8.66,-53 dBm,1
35767,3,8.66,-55 dBm,1
36174,3,8.66,-55 dBm,1
36492,3,8.66,-55 dBm,1
36519,3,8.66,-55 dBm,1
36648,3,8.66,-53 dBm,1
36649,3,8.66,-55 dBm,1
36898,3,8.66,-55 dBm,1
37105,3,8.66,-60 dBm,1
37795,3,8.66,-53 dBm,1
37796,3,8.66,-55 dBm,1
37858,3,8.66,-53 dBm,1
37860,3,8.66,-60 dBm,1
37916,3,8.66,-55 dBm,1
37917,3,8.66,-60 dBm,1
38052,3,8.66,-53 dBm,1
38053,3,8.66,-55 dBm,1
38054,3,8.66,-60 dBm,1
38835,3,8.66,-58 dBm,1
39728,3,8.66,-53 dBm,1
39729,3,8.66,-55 dBm,1
39772,3,8.66,-53 dBm,1
39980,3,8.66,-53 dBm,1
39981,3,8.66,-55 dBm,1
40110,3,8.66,-53 dBm,1
40111,3,8.66,-55 dBm,1
40112,3,8.66,-60 dBm,1
40208,3,8.66,-53 dBm,1
40209,3,8.66,-55 dBm,1
40288,3,8.66,-53 dBm,1
40289,3,8.66,-55 dBm,1
40987,3,8.66,-54 dBm,1
41741,3,8.66,-53 dBm,1
41743,3,8.66,-60 dBm,1
42657,3,8.66,-53 dBm,1
43343,3,8.66,-44 dBm,1
43894,3,8.66,-45 dBm,1
43941,3,8.66,-60 dBm,1
44176,3,8.66,-59 dBm,1
44792,3,8.66,-45 dBm,1
44903,3,8.66,-53 dBm,1
44904,3,8.66,-50 dBm,1
45437,3,8.66,-53 dBm,1
46257,3,8.66,-53 dBm,1
46443,3,8.66,-49 dBm,1
47099,3,8.66,-59 dBm,1
47347,3,8.66,-55 dBm,1
47797,3,8.66,-51 dBm,1
49732,3,8.66,-58 dBm,1
50097,3,8.66,-56 dBm,1
50952,3,8.66,-55 dBm,1
51378,3,8.66,-58 dBm,1
52917,3,8.66,-59 dBm,1
53865,3,8.66,-54 dBm,1
55702,3,8.66,-53 dBm,1
56180,3,8.66,-54 dBm,1
56866,3,8.66,-66 dBm,1
56908,3,8.66,-58 dBm,1
59071,3,8.66,-57 dBm,1
59263,3,8.66,-62 dBm,1
59735,3,8.66,-61 dBm,1
60184,3,8.66,-55 dBm,1
60548,3,8.66,-54 dBm,1
65053,3,8.66,-58 dBm,1
69259,3,8.66,-46 dBm,1
70095,3,8.66,-45 dBm,1
70107,3,8.66,-46 dBm,1
70707,3,8.66,-53 dBm,1
70708,3,8.66,-51 dBm,1
70827,3,8.66,-57 dBm,1
70828,3,8.66,-57 dBm,1
70896,3,8.66,-54 dBm,1
70897,3,8.66,-59 dBm,1
71411,3,8.66,-56 dBm,1
71412,3,8.66,-59 dBm,1
71760,3,8.66,-56 dBm,1
71779,3,8.66,-63 dBm,1
71892,3,8.66,-58 dBm,1
72264,3,8.66,-54 dBm,1
72379,3,8.66,-56 dBm,1
72436,3,8.66,-55 dBm,1
72738,3,8.66,-55 dBm,1
72794,3,8.66,-55 dBm,1
72892,3,8.66,-56 dBm,1
73485,3,8.66,-55 dBm,1
73501,3,8.66,-55 dBm,1
73537,3,8.66,-55 dBm,1
73552,3,8.66,-55 dBm,1
73624,3,8.66,-55 dBm,1
73626,3,8.66,-60 dBm,1
73643,3,8.66,-55 dBm,1
73644,3,8.66,-55 dBm,1
73671,3,8.66,-55 dBm,1
73908,3,8.66,-60 dBm,1
74411,3,8.66,-55 dBm,1
74412,3,8.66,-55 dBm,1
74494,3,8.66,-55 dBm,1
74609,3,8.66,-55 dBm,1
74834,3,8.66,-55 dBm,1
74835,3,8.66,-55 dBm,1
75071,3,8.66,-55 dBm,1
75150,3,8.66,-55 dBm,1
75151,3,8.66,-55 dBm,1
75229,3,8.66,-55 dBm,1
75230,3,8.66,-55 dBm,1
75231,3,8.66,-60 dBm,1
75248,3,8.66,-55 dBm,1
75249,3,8.66,-55 dBm,1
75267,3,8.66,-55 dBm,1
75268,3,8.66,-55 dBm,1
75491,3,8.66,-56 dBm,1
75816,3,8.66,-55 dBm,1
75817,3,8.66,-55 dBm,1
75818,3,8.66,-60 dBm,1
75835,3,8.66,-55 dBm,1
75836,3,8.66,-55 dBm,1
75934,3,8.66,-55 dBm,1
75935,3,8.66,-55 dBm,1
75936,3,8.66,-60 dBm,1
76165,3,8.66,-55 dBm,1
76166,3,8.66,-55 dBm,1
76640,3,8.66,-55 dBm,1
76641,3,8.66,-55 dBm,1
76642,3,8.66,-60 dBm,1
76992,3,8.66,-55 dBm,1
76993,3,8.66,-55 dBm,1
76994,3,8.66,-60 dBm,1
77099,3,8.66,-55 dBm,1
77100,3,8.66,-55 dBm,1
77101,3,8.66,-60 dBm,1
77392,3,8.66,-55 dBm,1
77393,3,8.66,-55 dBm,1
77411,3,8.66,-55 dBm,1
77412,3,8.66,-55 dBm,1
78004,3,8.66,-55 dBm,1
78005,3,8.66,-55 dBm,1
78078,3,8.66,-55 dBm,1
78079,3,8.66,-55 dBm,1
78168,3,8.66,-55 dBm,1
78169,3,8.66,-55 dBm,1
79065,3,8.66,-55 dBm,1
79066,3,8.66,-55 dBm,1
80351,3,8.66,-55 dBm,1
80352,3,8.66,-55 dBm,1
80353,3,8.66,-60 dBm,1
85459,3,8.66,-56 dBm,1
86948,3,8.66,-50 dBm,1
88966,3,8.66,-57 dBm,1
89462,3,8.66,-56 dBm,1
89482,3,8.66,-56 dBm,1
89992,3,8.66,-56 dBm,1
91523,3,8.66,-58 dBm,1
92922,3,8.66,-57 dBm,1
92950,3,8.66,-57 dBm,1
93184,3,8.66,-56 dBm,1
94210,3,8.66,-60 dBm,1
94704,3,8.66,-59 dBm,1
95566,3,8.66,-57 dBm,1
96117,3,8.66,-59 dBm,1
96722,3,8.66,-56 dBm,1
96864,3,8.66,-60 dBm,1
98761,3,8.66,-60 dBm,1
104657,3,8.66,-54 dBm,1
108339,3,8.66,-54 dBm,1
109669,3,8.66,-56 dBm,1
115459,3,8.66,-58 dBm,1
116452,3,8.66,-58 dBm,1
120579,3,8.66,-57 dBm,1
121442,3,8.66,-56 dBm,1
121956,3,8.66,-57 dBm,1
123443,3,8.66,-58 dBm,1
125573,3,8.66,-57 dBm,1
126917,3,8.66,-57 dBm,1
127505,3,8.66,-57 dBm,1
127697,3,8.66,-58 dBm,1
129977,3,8.66,-58 dBm,1
130152,3,8.66,-58 dBm,1
131326,3,8.66,-58 dBm,1
132056,3,8.66,-58 dBm,1
132152,3,8.66,-58 dBm,1
132870,3,8.66,-55 dBm,1
132871,3,8.66,-61 dBm,1
133295,3,8.66,-58 dBm,1
133802,3,8.66,-56 dBm,1
134062,3,8.66,-59 dBm,1
134513,3,8.66,-56 dBm,1
135773,3,8.66,-56 dBm,1
136245,3,8.66,-56 dBm,1
136576,3,8.66,-59 dBm,1
136600,3,8.66,-56 dBm,1
136932,3,8.66,-53 dBm,1
136933,3,8.66,-55 dBm,1
136934,3,8.66,-61 dBm,1
137158,3,8.66,-56 dBm,1
137230,3,8.66,-56 dBm,1
137662,3,8.66,-58 dBm,1
137722,3,8.66,-56 dBm,1
137778,3,8.66,-53 dBm,1
138409,3,8.66,-53 dBm,1
138447,3,8.66,-61 dBm,1
138938,3,8.66,-56 dBm,1
139022,3,8.66,-56 dBm,1
139058,3,8.66,-56 dBm,1
139098,3,8.66,-60 dBm,1
139397,3,8.66,-60 dBm,1
140149,3,8.66,-56 dBm,1
140816,3,8.66,-55 dBm,1
140817,3,8.66,-57 dBm,1
140944,3,8.66,-49 dBm,1
141383,3,8.66,-56 dBm,1
141451,3,8.66,-59 dBm,1
142505,3,8.66,-58 dBm,1
143707,3,8.66,-60 dBm,1
143854,3,8.66,-61 dBm,1
144711,3,8.66,-58 dBm,1
145889,3,8.66,-56 dBm,1
145949,3,8.66,-49 dBm,1
146335,3,8.66,-59 dBm,1
146614,3,8.66,-58 dBm,1
146775,3,8.66,-56 dBm,1
147130,3,8.66,-58 dBm,1
147374,3,8.66,-60 dBm,1
147382,3,8.66,-60 dBm,1
148283,3,8.66,-55 dBm,1
148295,3,8.66,-61 dBm,1
148347,3,8.66,-61 dBm,1
151451,3,8.66,-59 dBm,1
152066,3,8.66,-58 dBm,1
153972,3,8.66,-56 dBm,1
155698,3,8.66,-55 dBm,1
155901,3,8.66,-57 dBm,1
156466,3,8.66,-57 dBm,1
156638,3,8.66,-54 dBm,1
156885,3,8.66,-56 dBm,1
159100,3,8.66,-54 dBm,1
159243,3,8.66,-59 dBm,1
